Orthogroup	Ceratina_australensis	Ceratina_calcarata	Megalopta_genalis	Polistes_canadensis	Polistes_dominula	Liostenogaster_flavolineata
OG0004228	Caust.v2_007971	gene-LOC108631448	gene-LOC117225226	gene-LOC106784173	gene-LOC107065863	Lflavo2a002181
OG0004230	Caust.v2_002992	gene-LOC108632450	gene-LOC117228529	gene-LOC106784173	gene-LOC107068843	Lflavo2a001950
OG0004231	Caust.v2_003028	gene-LOC108621975	gene-LOC117228374	gene-LOC106784173	gene-LOC107069565	Lflavo2a011242
OG0004232	Caust.v2_007843	gene-LOC108622235	gene-LOC117219535	gene-LOC106788531	gene-LOC107071768	Lflavo2a007962
OG0004233	Caust.v2_012562	gene-LOC108624820	gene-LOC117218352	gene-LOC106788792	gene-LOC107074073	Lflavo2a003943
OG0004234	Caust.v2_018753	gene-LOC108623009	gene-LOC117220085	gene-LOC106790534	gene-LOC107074326	Lflavo2a010724
OG0004235	Caust.v2_010559	gene-LOC108627680	gene-LOC117226139	gene-LOC106789788	gene-LOC107068389	Lflavo2a000970
OG0004236	Caust.v2_018147	gene-LOC108632572	gene-LOC117223353	gene-LOC106790685	gene-LOC107065652	Lflavo2a003740
OG0004237	Caust.v2_014205	gene-LOC108621993	gene-LOC117221535	gene-LOC106784173	gene-LOC107072663	Lflavo2a005592
OG0004238	Caust.v2_009322	gene-LOC108632572	gene-LOC117219753	gene-LOC106793176	gene-LOC107067697	Lflavo2a006043
OG0004239	Caust.v2_009316	gene-LOC108632572	gene-LOC117228333	gene-LOC106790141	gene-LOC107068957	Lflavo2a013392
OG0004240	Caust.v2_010111	gene-LOC108632256	gene-LOC117222007	gene-LOC106791984	gene-LOC107068665	Lflavo2a014017
OG0004241	Caust.v2_010110	gene-LOC108632255	gene-LOC117222001	gene-LOC106784173	gene-LOC107071174	Lflavo2a013916
OG0004242	Caust.v2_009133	gene-LOC108632572	gene-LOC117220112	gene-LOC106785723	gene-LOC107072816	Lflavo2a000280
OG0004243	Caust.v2_015376	gene-LOC108633123	gene-LOC117226502	gene-LOC106789958	gene-LOC107067797	Lflavo2a003211
OG0004244	Caust.v2_014908	gene-LOC108626696	gene-LOC117224938	gene-LOC106790100	gene-LOC107064086	Lflavo2a006988
OG0004245	Caust.v2_014233	gene-LOC108631444	gene-LOC117220204	gene-LOC106791486	gene-LOC107073128	Lflavo2a003860
OG0004246	Caust.v2_014242	gene-LOC108622046	gene-LOC117218374	gene-LOC106790634	gene-LOC107071415	Lflavo2a010878
OG0004247	Caust.v2_011678	gene-LOC108623193	gene-LOC117229181	gene-LOC106786575	gene-LOC107073824	Lflavo2a009799
OG0004248	Caust.v2_011692	gene-LOC108624932	gene-LOC117226423	gene-LOC106784894	gene-LOC107068751	Lflavo2a005853
OG0004249	Caust.v2_010506	gene-LOC108626047	gene-LOC117217480	gene-LOC106784173	gene-LOC107065314	Lflavo2a005668
OG0004250	Caust.v2_003494	gene-LOC108622826	gene-LOC117226721	gene-LOC106789833	gene-LOC107067348	Lflavo2a005586
OG0004252	Caust.v2_013451	gene-LOC108627241	gene-LOC117223421	gene-LOC106791039	gene-LOC107067490	Lflavo2a003995
OG0004253	Caust.v2_013448	gene-LOC108627208	gene-LOC117226586	gene-LOC106783993	gene-LOC107070327	Lflavo2a004358
OG0004254	Caust.v2_003980	gene-LOC108627205	gene-LOC117223432	gene-LOC106791384	gene-LOC107067498	Lflavo2a004047
OG0004255	Caust.v2_004664	gene-LOC108630787	gene-LOC117219681	gene-LOC106789640	gene-LOC107067274	Lflavo2a010984
OG0004256	Caust.v2_004687	gene-LOC108630722	gene-LOC117229342	gene-LOC106788177	gene-LOC107066287	Lflavo2a000329
OG0004257	Caust.v2_004705	gene-LOC108632464	gene-LOC117226586	gene-LOC106786276	gene-LOC107072657	Lflavo2a007496
OG0004258	Caust.v2_002829	gene-LOC108632572	gene-LOC117225399	gene-LOC106789340	gene-LOC107065358	Lflavo2a014068
OG0004259	Caust.v2_002903	gene-LOC108629889	gene-LOC117225456	gene-LOC106784583	gene-LOC107065086	Lflavo2a002935
OG0004260	Caust.v2_002916	gene-LOC108624083	gene-LOC117229718	gene-LOC106784129	gene-LOC107064234	Lflavo2a011357
OG0004261	Caust.v2_014878	gene-LOC108631909	gene-LOC117228275	gene-LOC106784173	gene-LOC107064764	Lflavo2a005132
OG0004262	Caust.v2_011949	gene-LOC108623217	gene-LOC117218935	gene-LOC106786937	gene-LOC107071877	Lflavo2a003542
OG0004263	Caust.v2_004901	gene-LOC108627736	gene-LOC117226345	gene-LOC106794070	gene-LOC107066999	Lflavo2a004256
OG0004264	Caust.v2_001513	gene-LOC108629146	gene-LOC117226586	gene-LOC106790563	gene-LOC107068102	Lflavo2a002234
OG0004265	Caust.v2_001514	gene-LOC108632572	gene-LOC117218833	gene-LOC106790560	gene-LOC107068110	Lflavo2a013696
OG0004266	Caust.v2_001623	gene-LOC108630216	gene-LOC117221088	gene-LOC106787996	gene-LOC107071296	Lflavo2a001638
OG0004267	Caust.v2_001627	gene-LOC108626186	gene-LOC117219976	gene-LOC106790438	gene-LOC107073824	Lflavo2a011961
OG0004268	Caust.v2_001664	gene-LOC108625992	gene-LOC117217908	gene-LOC106791936	gene-LOC107068708	Lflavo2a000787
OG0004269	Caust.v2_004134	gene-LOC108622062	gene-LOC117221601	gene-LOC106786050	gene-LOC107070582	Lflavo2a013680
OG0004270	Caust.v2_004139	gene-LOC108632572	gene-LOC117229088	gene-LOC106792412	gene-LOC107070895	Lflavo2a004380
OG0004271	Caust.v2_006292	gene-LOC108632572	gene-LOC117223592	gene-LOC106792205	gene-LOC107067074	Lflavo2a001027
OG0004272	Caust.v2_006298	gene-LOC108632572	gene-LOC117223597	gene-LOC106792211	gene-LOC107067140	Lflavo2a001061
OG0004273	Caust.v2_006303	gene-LOC108628522	gene-LOC117223599	gene-LOC106789244	gene-LOC107067333	Lflavo2a001441
OG0004274	Caust.v2_008441	gene-LOC108632572	gene-LOC117225044	gene-LOC106785337	gene-LOC107069476	Lflavo2a004019
OG0004275	Caust.v2_008860	gene-LOC108632572	gene-LOC117229584	gene-LOC106787533	gene-LOC107070419	Lflavo2a001026
OG0004276	Caust.v2_005924	gene-LOC108632572	gene-LOC117221730	gene-LOC106785598	gene-LOC107066572	Lflavo2a014138
OG0004277	Caust.v2_019432	gene-LOC108622186	gene-LOC117221627	gene-LOC106791783	gene-LOC107072794	Lflavo2a004461
OG0004278	Caust.v2_002730	gene-LOC108625333	gene-LOC117226586	gene-LOC106784928	gene-LOC107067356	Lflavo2a011633
OG0004279	Caust.v2_000676	gene-LOC108625535	gene-LOC117225254	gene-LOC106793016	gene-LOC107074507	Lflavo2a001346
OG0004280	Caust.v2_000686	gene-LOC108625542	gene-LOC117219396	gene-LOC106785648	gene-LOC107066538	Lflavo2a006780
OG0004281	Caust.v2_000822	gene-LOC108632670	gene-LOC117225403	gene-LOC106784173	gene-LOC107068511	Lflavo2a004616
OG0004282	Caust.v2_000839	gene-LOC108628685	gene-LOC117226586	gene-LOC106787285	gene-LOC107066052	Lflavo2a009858
OG0004283	Caust.v2_000908	gene-LOC108632501	gene-LOC117226586	gene-LOC106788421	gene-LOC107073363	Lflavo2a007932
OG0004284	Caust.v2_017789	gene-LOC113464664	gene-LOC117226586	gene-LOC106784036	gene-LOC107069386	Lflavo2a007339
OG0004285	Caust.v2_015655	gene-LOC108627526	gene-LOC117222821	gene-LOC106789285	gene-LOC107071363	Lflavo2a012774
OG0004286	Caust.v2_012011	gene-LOC108630478	gene-LOC117219687	gene-LOC106787598	gene-LOC107073889	Lflavo2a003450
OG0004287	Caust.v2_012277	gene-LOC108629767	gene-LOC117226280	gene-LOC106785402	gene-LOC107073824	Lflavo2a000886
OG0004289	Caust.v2_003810	gene-LOC108624345	gene-LOC117225546	gene-LOC106790514	gene-LOC107069467	Lflavo2a010675
OG0004290	Caust.v2_003871	gene-LOC108622787	gene-LOC117229847	gene-LOC106790242	gene-LOC107073824	Lflavo2a003571
OG0004291	Caust.v2_008135	gene-LOC108632572	gene-LOC117221449	gene-LOC106791088	gene-LOC107070396	Lflavo2a008719
OG0004292	Caust.v2_000065	gene-LOC108622579	gene-LOC117220977	gene-LOC106789017	gene-LOC107071588	Lflavo2a012113
OG0004293	Caust.v2_000285	gene-LOC108625303	gene-LOC117218746	gene-LOC106783600	gene-LOC107069910	Lflavo2a006917
OG0004294	Caust.v2_000380	gene-LOC108625621	gene-LOC117219047	gene-LOC106786130	gene-LOC107068947	Lflavo2a013548
OG0004295	Caust.v2_000556	gene-LOC108627885	gene-LOC117227730	gene-LOC106787419	gene-LOC107069655	Lflavo2a006878
OG0004296	Caust.v2_006416	gene-LOC108630910	gene-LOC117226586	gene-LOC106792338	gene-LOC107072299	Lflavo2a009149
OG0004297	Caust.v2_007707	gene-LOC108627024	gene-LOC117220197	gene-LOC106785736	gene-LOC107070632	Lflavo2a004544
OG0004298	Caust.v2_015232	gene-LOC108632572	gene-LOC117220430	gene-LOC106789857	gene-LOC107067344	Lflavo2a006680
OG0004299	Caust.v2_012438	gene-LOC108632572	gene-LOC117229587	gene-LOC106788922	gene-LOC107072403	Lflavo2a000976
OG0004300	Caust.v2_011443	gene-LOC108632666	gene-LOC117225275	gene-LOC106784173	gene-LOC107069443	Lflavo2a011902
OG0004301	Caust.v2_012062	gene-LOC108631912	gene-LOC117220195	gene-LOC106790537	gene-LOC107074328	Lflavo2a001443
OG0004302	Caust.v2_012063	gene-LOC108631913	gene-LOC117220196	gene-LOC106790538	gene-LOC107074331	Lflavo2a001446
OG0004303	Caust.v2_011496	gene-LOC108630143	gene-LOC117227213	gene-LOC106785255	gene-LOC107074565	Lflavo2a006025
OG0004304	Caust.v2_014777	gene-LOC108631890	gene-LOC117228759	gene-LOC106789460	gene-LOC107069597	Lflavo2a000768
OG0004306	Caust.v2_020118	gene-LOC108632572	gene-LOC117219092	gene-LOC106785097	gene-LOC107063962	Lflavo2a007912
OG0004307	Caust.v2_010811	gene-LOC108631898	gene-LOC117229291	gene-LOC106784173	gene-LOC107072780	Lflavo2a002987
OG0004308	Caust.v2_010051	gene-LOC108632572	gene-LOC117220992	gene-LOC106791246	gene-LOC107069754	Lflavo2a011348
OG0004309	Caust.v2_010054	gene-LOC108632572	gene-LOC117221942	gene-LOC106785658	gene-LOC107066156	Lflavo2a005029
OG0004310	Caust.v2_015344	gene-LOC108632572	gene-LOC117223244	gene-LOC106787596	gene-LOC107073818	Lflavo2a004426
OG0004311	Caust.v2_004436	gene-LOC108625873	gene-LOC117226626	gene-LOC106791070	gene-LOC107063631	Lflavo2a009053
OG0004312	Caust.v2_007369	gene-LOC108626156	gene-LOC117226586	gene-LOC106789934	gene-LOC107067562	Lflavo2a011434
OG0004313	Caust.v2_009257	gene-LOC108631175	gene-LOC117228467	gene-LOC106790207	gene-LOC107070291	Lflavo2a009990
OG0004314	Caust.v2_003695	gene-LOC108632572	gene-LOC117222119	gene-LOC106787952	gene-LOC107070328	Lflavo2a010644
OG0004315	Caust.v2_009756	gene-LOC108627653	gene-LOC117226586	gene-LOC106790170	gene-LOC107064339	Lflavo2a005564
OG0004316	Caust.v2_007332	gene-LOC108632068	gene-LOC117222520	gene-LOC106786628	gene-LOC107068852	Lflavo2a012141
OG0004317	Caust.v2_007029	gene-LOC108628969	gene-LOC117227377	gene-LOC106787052	gene-LOC107063824	Lflavo2a014155
OG0004318	Caust.v2_007050	gene-LOC108632572	gene-LOC117227558	gene-LOC106791569	gene-LOC107074025	Lflavo2a011211
OG0004319	Caust.v2_005945	gene-LOC108625073	gene-LOC117217527	gene-LOC106787416	gene-LOC107069628	Lflavo2a002186
OG0004320	Caust.v2_008346	gene-LOC108630292	gene-LOC117228455	gene-LOC106792144	gene-LOC107074130	Lflavo2a009993
OG0004321	Caust.v2_007988	gene-LOC108622919	gene-LOC117222666	gene-LOC106793586	gene-LOC107063853	Lflavo2a004492
OG0004322	Caust.v2_005665	gene-LOC108626118	gene-LOC117224052	gene-LOC106784173	gene-LOC107072598	Lflavo2a002525
OG0004323	Caust.v2_005666	gene-LOC108626119	gene-LOC117220276	gene-LOC106790485	gene-LOC107072582	Lflavo2a002576
OG0004324	Caust.v2_011191	gene-LOC108626795	gene-LOC117221361	gene-LOC106793315	gene-LOC107068252	Lflavo2a010220
OG0004325	Caust.v2_017125	gene-LOC108627316	gene-LOC117226586	gene-LOC106785509	gene-LOC107069021	Lflavo2a004556
OG0004327	Caust.v2_005844	gene-LOC108632572	gene-LOC117223273	gene-LOC106785184	gene-LOC107065252	Lflavo2a000540
OG0004328	Caust.v2_005853	gene-LOC108624857	gene-LOC117227394	gene-LOC106791834	gene-LOC107073199	Lflavo2a009778
OG0004329	Caust.v2_002531	gene-LOC108632572	gene-LOC117218684	gene-LOC106784964	gene-LOC107067989	Lflavo2a007565
OG0004330	Caust.v2_002569	gene-LOC108622501	gene-LOC117221889	gene-LOC106784173	gene-LOC107071568	Lflavo2a012843
OG0004332	Caust.v2_006764	gene-LOC108627014	gene-LOC117217715	gene-LOC106790151	gene-LOC107069057	Lflavo2a012175
OG0004333	Caust.v2_006775	gene-LOC108627070	gene-LOC117217713	gene-LOC106785756	gene-LOC107063746	Lflavo2a012284
OG0004334	Caust.v2_013465	gene-LOC108630188	gene-LOC117220919	gene-LOC106793486	gene-LOC107070811	Lflavo2a002308
OG0004335	Caust.v2_003247	gene-LOC108628784	gene-LOC117219574	gene-LOC106789075	gene-LOC107072048	Lflavo2a005709
OG0004336	Caust.v2_003049	gene-LOC108632572	gene-LOC117225221	gene-LOC106783699	gene-LOC107071549	Lflavo2a002189
OG0004337	Caust.v2_003066	gene-LOC108632572	gene-LOC117225199	gene-LOC106790699	gene-LOC107065676	Lflavo2a009723
OG0004338	Caust.v2_012969	gene-LOC108625923	gene-LOC117226272	gene-LOC106783758	gene-LOC107074275	Lflavo2a006119
OG0004339	Caust.v2_003974	gene-LOC108625599	gene-LOC117223529	gene-LOC106788853	gene-LOC107073824	Lflavo2a008587
OG0004340	Caust.v2_009457	gene-LOC108631669	gene-LOC117230111	gene-LOC106784173	gene-LOC107072368	Lflavo2a009852
OG0004341	Caust.v2_017164	gene-LOC108622922	gene-LOC117220034	gene-LOC106786802	gene-LOC107064710	Lflavo2a010457
OG0004342	Caust.v2_008559	gene-LOC108630664	gene-LOC117219447	gene-LOC106788056	gene-LOC107073824	Lflavo2a002319
OG0004343	Caust.v2_008540	gene-LOC108630703	gene-LOC117219486	gene-LOC106788055	gene-LOC107069549	Lflavo2a002355
OG0004344	Caust.v2_004857	gene-LOC108623087	gene-LOC117229841	gene-LOC106790241	gene-LOC107067317	Lflavo2a013581
OG0004345	Caust.v2_003723	gene-LOC108625194	gene-LOC117222773	gene-LOC106791616	gene-LOC107071527	Lflavo2a002960
OG0004346	Caust.v2_003764	gene-LOC108631343	gene-LOC117217789	gene-LOC106787161	gene-LOC107068007	Lflavo2a011007
OG0004347	Caust.v2_003787	gene-LOC108631753	gene-LOC117227253	gene-LOC106788011	gene-LOC107064509	Lflavo2a007840
OG0004348	Caust.v2_015609	gene-LOC108629614	gene-LOC117223607	gene-LOC106784861	gene-LOC107072766	Lflavo2a001342
OG0004349	Caust.v2_010832	gene-LOC108628116	gene-LOC117221176	gene-LOC106787308	gene-LOC107072382	Lflavo2a012045
OG0004350	Caust.v2_010833	gene-LOC108628114	gene-LOC117226586	gene-LOC106787263	gene-LOC107069727	Lflavo2a012121
OG0004351	Caust.v2_010851	gene-LOC108626527	gene-LOC117225568	gene-LOC106793660	gene-LOC107066872	Lflavo2a007744
OG0004352	Caust.v2_009532	gene-LOC108628323	gene-LOC117220856	gene-LOC106787406	gene-LOC107069632	Lflavo2a002474
OG0004353	Caust.v2_009532	gene-LOC108622524	gene-LOC117229189	gene-LOC106790976	gene-LOC107072966	Lflavo2a009422
OG0004355	Caust.v2_009532	gene-LOC108624373	gene-LOC117220649	gene-LOC106793436	gene-LOC107070780	Lflavo2a012805
OG0004357	Caust.v2_009532	gene-LOC108624670	gene-LOC117219350	gene-LOC106793879	gene-LOC107074604	Lflavo2a006542
OG0004358	Caust.v2_009532	gene-LOC108624805	gene-LOC117218350	gene-LOC106792378	gene-LOC107074172	Lflavo2a001413
OG0004359	Caust.v2_009532	gene-LOC113463787	gene-LOC117221012	gene-LOC106785448	gene-LOC107071333	Lflavo2a003265
OG0004360	Caust.v2_009532	gene-LOC108625262	gene-LOC117218706	gene-LOC106793081	gene-LOC107071618	Lflavo2a006794
OG0004361	Caust.v2_009532	gene-LOC108625428	gene-LOC117229408	gene-LOC106789273	gene-LOC107073167	Lflavo2a003293
OG0004363	Caust.v2_009532	gene-LOC108626762	gene-LOC117226709	gene-LOC106785423	gene-LOC107071340	Lflavo2a004617
OG0004365	Caust.v2_009532	gene-LOC108627741	gene-LOC117226292	gene-LOC106786742	gene-LOC107068175	Lflavo2a007331
OG0004366	Caust.v2_009532	gene-LOC108629129	gene-LOC117218006	gene-LOC106790005	gene-LOC107074527	Lflavo2a007419
OG0004367	Caust.v2_009532	gene-LOC108629624	gene-LOC117221165	gene-LOC106791242	gene-LOC107069792	Lflavo2a008042
OG0004368	Caust.v2_009532	gene-LOC108630065	gene-LOC117222411	gene-LOC106787696	gene-LOC107066891	Lflavo2a013286
OG0004373	Caust.v2_009532	gene-LOC108631551	gene-LOC117217372	gene-LOC106790366	gene-LOC107065849	Lflavo2a002133
OG0004374	Caust.v2_009532	gene-LOC108632140	gene-LOC117218544	gene-LOC106790424	gene-LOC107073091	Lflavo2a009630
OG0004375	Caust.v2_009532	gene-LOC108632305	gene-LOC117224934	gene-LOC106788255	gene-LOC107068404	Lflavo2a006570
OG0004376	Caust.v2_009532	gene-LOC108632330	gene-LOC117228531	gene-LOC106786838	gene-LOC107071045	Lflavo2a011240
OG0004377	Caust.v2_009532	gene-LOC108623972	gene-LOC117225326	gene-LOC106794081	gene-LOC107069414	Lflavo2a009764
OG0004378	Caust.v2_009532	gene-LOC108624407	gene-LOC117229551	gene-LOC106793062	gene-LOC107072058	Lflavo2a004093
OG0004379	Caust.v2_009532	gene-LOC108625003	gene-LOC117227456	gene-LOC106788363	gene-LOC107072851	Lflavo2a008736
OG0004381	Caust.v2_009532	gene-LOC113463800	gene-LOC117228055	gene-LOC106784283	gene-LOC107066551	Lflavo2a009299
OG0004382	Caust.v2_009532	gene-LOC108626943	gene-LOC117223407	gene-LOC106788601	gene-LOC107065829	Lflavo2a001830
OG0004384	Caust.v2_009532	gene-LOC108627558	gene-LOC117223675	gene-LOC106794014	gene-LOC107072320	Lflavo2a002291
OG0004385	Caust.v2_009532	gene-LOC113464683	gene-LOC117223769	gene-LOC106785115	gene-LOC107063980	Lflavo2a005221
OG0004387	Caust.v2_009532	gene-LOC108628469	gene-LOC117228606	gene-LOC106786570	gene-LOC107074651	Lflavo2a012145
OG0004388	Caust.v2_009532	gene-LOC108629119	gene-LOC117218030	gene-LOC106791198	gene-LOC107071889	Lflavo2a005082
OG0004389	Caust.v2_009532	gene-LOC108630346	gene-LOC117224683	gene-LOC106788006	gene-LOC107071262	Lflavo2a001651
OG0004417	Caust.v2_012026	gene-LOC108632903	gene-LOC117226586	gene-LOC106784724	gene-LOC107063782	Lflavo2a011870
OG0004421	Caust.v2_009781	gene-LOC108632572	gene-LOC117225964	gene-LOC106787982	gene-LOC107071275	Lflavo2a008721
OG0004422	Caust.v2_009532	gene-LOC108631137	gene-LOC117218834	gene-LOC106786964	gene-LOC107063809	Lflavo2a012466
OG0004424	Caust.v2_005532	gene-LOC108622860	gene-LOC117228834	gene-LOC106789454	gene-LOC107073824	Lflavo2a001328
OG0004425	Caust.v2_004854	gene-LOC108632572	gene-LOC117229837	gene-LOC106789713	gene-LOC107064414	Lflavo2a013717
OG0004426	Caust.v2_010212	gene-LOC108625474	gene-LOC117221689	gene-LOC106785020	gene-LOC107074237	Lflavo2a003512
OG0004427	Caust.v2_011232	gene-LOC108628532	gene-LOC117226586	gene-LOC106785234	gene-LOC107065318	Lflavo2a008595
OG0004429	Caust.v2_004682	gene-LOC108632572	gene-LOC117219566	gene-LOC106786081	gene-LOC107065181	Lflavo2a004401
OG0004430	Caust.v2_000125	gene-LOC108632572	gene-LOC117218690	gene-LOC106787011	gene-LOC107072143	Lflavo2a012768
OG0004434	Caust.v2_015099	gene-LOC108632473	gene-LOC117226586	gene-LOC106783632	gene-LOC107069915	Lflavo2a003415
OG0004435	Caust.v2_004238	gene-LOC108632572	gene-LOC117224173	gene-LOC106789596	gene-LOC107074165	Lflavo2a008594
OG0004438	Caust.v2_006990	gene-LOC108632687	gene-LOC117227969	gene-LOC106793529	gene-LOC107073824	Lflavo2a012650
OG0004444	Caust.v2_017691	gene-LOC108629513	gene-LOC117218383	gene-LOC106784035	gene-LOC107069385	Lflavo2a003429
OG0004445	Caust.v2_009532	gene-LOC108624343	gene-LOC117225541	gene-LOC106792562	gene-LOC107070724	Lflavo2a010637
OG0004446	Caust.v2_014239	gene-LOC108632572	gene-LOC117227705	gene-LOC106790637	gene-LOC107071414	Lflavo2a010831
OG0004447	Caust.v2_003594	gene-LOC108629632	gene-LOC117226586	gene-LOC106788049	gene-LOC107073872	Lflavo2a005248
OG0004448	Caust.v2_021101	gene-LOC108625057	gene-LOC117227404	gene-LOC106794017	gene-LOC107073824	Lflavo2a010792
OG0004449	Caust.v2_001605	gene-LOC108626280	gene-LOC117222393	gene-LOC106784173	gene-LOC107069068	Lflavo2a012103
OG0004450	Caust.v2_009699	gene-LOC108622528	gene-LOC117222717	gene-LOC106783866	gene-LOC107073824	Lflavo2a001975
OG0004454	Caust.v2_004960	gene-LOC108626763	gene-LOC117226656	gene-LOC106784173	gene-LOC107071341	Lflavo2a004595
OG0004455	Caust.v2_000633	gene-LOC108624128	gene-LOC117225537	gene-LOC106783788	gene-LOC107074367	Lflavo2a012538
OG0004456	Caust.v2_012804	gene-LOC108627211	gene-LOC117223313	gene-LOC106788665	gene-LOC107073824	Lflavo2a010715
OG0004457	Caust.v2_007888	gene-LOC108632572	gene-LOC117223088	gene-LOC106784394	gene-LOC107072286	Lflavo2a013357
OG0004461	Caust.v2_009789	gene-LOC108629779	gene-LOC117226310	gene-LOC106788364	gene-LOC107068047	Lflavo2a005511
OG0004465	Caust.v2_012900	gene-LOC108632572	gene-LOC117229425	gene-LOC106791861	gene-LOC107070560	Lflavo2a003053
OG0004466	Caust.v2_002432	gene-LOC108632572	gene-LOC117229000	gene-LOC106790045	gene-LOC107072628	Lflavo2a011783
OG0004468	Caust.v2_011278	gene-LOC108625153	gene-LOC117217644	gene-LOC106789145	gene-LOC107071026	Lflavo2a000978
OG0004469	Caust.v2_007300	gene-LOC108632572	gene-LOC117229169	gene-LOC106793866	gene-LOC107070114	Lflavo2a002262
OG0004470	Caust.v2_000986	gene-LOC108625132	gene-LOC117226586	gene-LOC106789390	gene-LOC107074436	Lflavo2a012582
OG0004471	Caust.v2_006957	gene-LOC108631628	gene-LOC117217381	gene-LOC106790582	gene-LOC107070970	Lflavo2a007068
OG0004472	Caust.v2_011815	gene-LOC108622959	gene-LOC117220298	gene-LOC106786807	gene-LOC107073824	Lflavo2a010931
OG0004473	Caust.v2_008925	gene-LOC108632572	gene-LOC117217590	gene-LOC106789822	gene-LOC107067252	Lflavo2a007974
OG0004475	Caust.v2_010869	gene-LOC108632572	gene-LOC117227144	gene-LOC106788831	gene-LOC107070224	Lflavo2a002645
OG0004476	Caust.v2_009532	gene-LOC108626395	gene-LOC117227173	gene-LOC106784204	gene-LOC107064217	Lflavo2a012765
OG0004477	Caust.v2_014456	gene-LOC108628041	gene-LOC117226586	gene-LOC106792567	gene-LOC107070710	Lflavo2a000415
OG0004478	Caust.v2_009020	gene-LOC108623404	gene-LOC117224171	gene-LOC106790889	gene-LOC107072358	Lflavo2a007068
OG0004479	Caust.v2_007910	gene-LOC108632572	gene-LOC117220814	gene-LOC106791506	gene-LOC107065857	Lflavo2a006038
OG0004482	Caust.v2_014490	gene-LOC108631454	gene-LOC117226586	gene-LOC106787345	gene-LOC107069615	Lflavo2a002135
OG0004484	Caust.v2_001685	gene-LOC108629858	gene-LOC117222395	gene-LOC106792730	gene-LOC107070125	Lflavo2a007068
OG0004485	Caust.v2_016280	gene-LOC108624689	gene-LOC117227116	gene-LOC106784173	gene-LOC107069839	Lflavo2a011420
OG0004486	Caust.v2_007865	gene-LOC108632572	gene-LOC117225915	gene-LOC106792095	gene-LOC107072344	Lflavo2a004774
OG0004490	Caust.v2_007626	gene-LOC108632572	gene-LOC117226876	gene-LOC106784371	gene-LOC107072283	Lflavo2a000285
OG0004494	Caust.v2_011761	gene-LOC108632847	gene-LOC117226586	gene-LOC106793797	gene-LOC107071169	Lflavo2a003645
