Orthogroup	Apis_mellifera-longest-isoforms	Ceratina_australensis-longest-isoforms	Ceratina_calcarata-longest-isoforms	Drosophila_melanogaster	Megalopta_genalis-longest-isoforms
OG0002976	XP_026300791.1	Caust.v2_020146	XP_026666639.1, XP_026666640.1	FBgn0037014	XP_033335699.1
OG0002977	XP_026300802.1	Caust.v2_013369, Caust.v2_017344	XP_026670467.1	FBgn0050340	XP_033335990.1
OG0002978	XP_026300875.1, XP_026300876.1		XP_017885102.1, XP_017885103.1	FBgn0027607	XP_033323978.1
OG0002979	XP_026300915.1	Caust.v2_010149, Caust.v2_012682, Caust.v2_019384	XP_017884373.1		XP_033323825.1
OG0002980	XP_026300954.1		XP_017875509.1	FBgn0039338	XP_033321514.1, XP_033321515.1, XP_033336434.1
OG0002981	XP_026300961.1	Caust.v2_011069, Caust.v2_021803	XP_017888918.1		XP_033330856.1, XP_033330862.1
OG0002982	XP_026301018.1	Caust.v2_006799	XP_017885020.1, XP_017885023.2, XP_026671811.1		XP_033336121.1
OG0002983	XP_026301029.1	Caust.v2_007644, Caust.v2_015671	XP_026671561.1	FBgn0023513	XP_033336521.1
OG0002984	XP_026301035.1	Caust.v2_012108	XP_017882282.1	FBgn0033187	XP_033336583.1, XP_033336584.1
OG0002985	XP_026301066.1, XP_026301067.1	Caust.v2_010797, Caust.v2_010959, Caust.v2_018587	XP_017878143.1		
OG0002986	XP_026301084.1	Caust.v2_002287, Caust.v2_021004	XP_017889575.1	FBgn0033816	XP_033324845.1
OG0002987	XP_026301093.1		XP_017886484.1, XP_017886485.1, XP_026672534.1	FBgn0036614	XP_033324802.1
OG0002988	XP_026301152.1	Caust.v2_002352		FBgn0030795, FBgn0034730, FBgn0052792, FBgn0053289	
OG0002989	XP_026301178.1	Caust.v2_002332	XP_017886294.2, XP_026672532.1	FBgn0263109	XP_033322357.1
OG0002990	XP_026301198.1	Caust.v2_002335	XP_017878189.1	FBgn0259167	XP_033341958.1, XP_033341967.1
OG0002991	XP_026301212.1	Caust.v2_006022, Caust.v2_018085	XP_017889561.2	FBgn0036936	XP_033320808.1
OG0002992	XP_026301229.1, XP_026301231.1	Caust.v2_003839	XP_017878931.2	FBgn0031050	XP_033334887.1
OG0002993	XP_026301242.1	Caust.v2_003254, Caust.v2_003255	XP_017886454.1	FBgn0262124	XP_033324724.1
OG0002994	XP_026301256.1	Caust.v2_003263, Caust.v2_020367	XP_017886295.1, XP_017889230.1, XP_017890257.1		
OG0002995	XP_026301294.1	Caust.v2_002406	XP_017889466.1	FBgn0001124, FBgn0001125	XP_033333694.1
OG0002996	XP_026301305.1, XP_026301306.1	Caust.v2_006732	XP_026673979.1	FBgn0000206	XP_033324768.1
OG0002997	XP_026301314.1	Caust.v2_005808	XP_026668946.1, XP_026668947.1	FBgn0004003	XP_033341765.1
OG0002998	XP_026301332.1, XP_026301333.1	Caust.v2_013131		FBgn0083984	XP_033343051.1, XP_033343060.1
OG0002999	XP_026301336.1	Caust.v2_020978, Caust.v2_021607	XP_026671297.1		XP_033342027.1, XP_033342033.1
OG0003000	XP_026301408.1	Caust.v2_010171, Caust.v2_019738	XP_017891459.2	FBgn0286976	XP_033341680.1
OG0003001	XP_026301434.1, XP_026301435.1, XP_026301436.1, XP_026301437.1	Caust.v2_010964			XP_033324854.1
OG0003002	XP_026301567.1	Caust.v2_016928, Caust.v2_017624	XP_026671953.1		XP_033330976.1, XP_033331973.1
OG0003003	XP_026301617.1	Caust.v2_012939	XP_017877134.1	FBgn0026577	XP_033338912.1, XP_033338914.1
OG0003004	XP_026301649.1	Caust.v2_003361	XP_017883737.1	FBgn0034307	XP_033338629.1, XP_033338630.1
OG0003005	XP_026301665.1	Caust.v2_003389, Caust.v2_003392	XP_026671160.1	FBgn0038881	XP_033335477.1
OG0003006	XP_026301708.1	Caust.v2_009709, Caust.v2_017630, Caust.v2_018474	XP_026667941.1		XP_033338580.1
OG0003007	XP_026301754.1, XP_026301755.1	Caust.v2_006807, Caust.v2_020255		FBgn0036255	XP_033335746.1
OG0003008	XP_026301771.1	Caust.v2_017740, Caust.v2_022119	XP_017890847.1	FBgn0039663	XP_033322620.1
OG0003009	XP_026301850.1, XP_026301851.1	Caust.v2_014571	XP_017887661.1		XP_033340283.1, XP_033340284.1
OG0003010	XP_026301892.1	Caust.v2_014179	XP_017883974.1, XP_017883975.1	FBgn0266053	XP_033328889.1
OG0003011	XP_026301955.1	Caust.v2_011636, Caust.v2_011646	XP_017877063.1	FBgn0264502	XP_033341110.1
OG0003012	XP_026301995.1	Caust.v2_013163	XP_017881042.1, XP_026669798.1	FBgn0031634	XP_033323071.1
OG0003013	XP_026302078.1, XP_026302082.1	Caust.v2_010658		FBgn0050021	XP_033330823.1, XP_033330830.1
OG0003014	XP_026302086.1	Caust.v2_018276, Caust.v2_018661, Caust.v2_021320			XP_033328643.1, XP_033328644.1
OG0003015	XP_026302105.1, XP_624130.2	Caust.v2_011297		FBgn0259676	XP_033330204.1, XP_033330206.1
OG0003016	XP_026302109.1	Caust.v2_005309	XP_017889115.1	FBgn0086707	XP_033325867.1, XP_033325869.1
OG0003017	XP_026302119.1, XP_026302120.1	Caust.v2_009213	XP_026674634.1	FBgn0003721	XP_033328763.1
OG0003018	XP_026302173.1, XP_026302174.1	Caust.v2_005817	XP_017879209.1	FBgn0034223	XP_033323619.1
OG0003019	XP_026302175.1, XP_026302176.1	Caust.v2_008789	XP_017879205.1	FBgn0052425	XP_033342107.1
OG0003020	XP_026302183.1, XP_026302185.1, XP_026302187.1		XP_017892801.1	FBgn0264962	XP_033334193.1
OG0003021	XP_391899.4		XP_017892936.1, XP_026675640.1, XP_026675641.1, XP_026675642.1		XP_033334835.1
OG0003022	XP_391915.1	Caust.v2_001075	XP_017888594.2, XP_017889193.2, XP_017892145.1	FBgn0260653	
OG0003023	XP_391994.1	Caust.v2_015812	XP_017882288.1	FBgn0010100, FBgn0037862	XP_033323932.1
OG0003024	XP_392055.2	Caust.v2_002317, Caust.v2_010401		FBgn0033413	XP_033342925.1, XP_033342933.1
OG0003025	XP_392090.4	Caust.v2_006731	XP_026673984.1	FBgn0034660, FBgn0039848	XP_033324814.1
OG0003026	XP_392325.1	Caust.v2_007265	XP_017877954.1	FBgn0015075	XP_033336883.1, XP_033336886.1
OG0003027	XP_392367.3	Caust.v2_007470	XP_017882374.1	FBgn0035498, FBgn0036688	XP_033321143.1
OG0003028	XP_392494.1	Caust.v2_020631	XP_017892978.1	FBgn0029830	XP_033337335.1, XP_033337337.1
OG0003029	XP_392518.1	Caust.v2_004249	XP_026674092.1	FBgn0023175, FBgn0037797	XP_033333723.1
OG0003030	XP_392577.4	Caust.v2_002019	XP_017881221.1, XP_017881223.1	FBgn0000499	XP_033330138.1
OG0003031	XP_392584.2	Caust.v2_004316, Caust.v2_020043	XP_026671081.1, XP_026671082.1	FBgn0037684	
OG0003032	XP_392626.3	Caust.v2_013262, Caust.v2_017660	XP_017892438.1	FBgn0033544	XP_033340634.1
OG0003033	XP_392710.3	Caust.v2_002548	XP_026670838.1	FBgn0038593	XP_033333734.1, XP_033333735.1
OG0003034	XP_392763.3	Caust.v2_010340		FBgn0029936	XP_033337867.1, XP_033337868.1, XP_033337869.1
OG0003035	XP_392884.1	Caust.v2_001487	XP_017875594.1	FBgn0035444	XP_033330364.1, XP_033330366.1
OG0003036	XP_392968.2	Caust.v2_015658, Caust.v2_018476	XP_017884303.1	FBgn0287182	XP_033330614.1
OG0003037	XP_393145.3		XP_017881072.1	FBgn0037382	XP_033334570.1, XP_033334571.1, XP_033334579.1
OG0003038	XP_393186.1	Caust.v2_016071	XP_017881049.1	FBgn0036733	XP_033328805.1, XP_033339939.1
OG0003039	XP_393250.2		XP_026675392.1, XP_026675393.1, XP_026675394.1	FBgn0283469	XP_033328959.1
OG0003040	XP_393418.3	Caust.v2_016929, Caust.v2_017626	XP_017887955.1	FBgn0031174	XP_033340696.1
OG0003041	XP_393422.3	Caust.v2_021587	XP_017885664.1, XP_026672232.1	FBgn0035179	XP_033334342.1
OG0003042	XP_393448.2	Caust.v2_014240	XP_026672586.1	FBgn0028400	XP_033322223.1, XP_033322224.1
OG0003043	XP_393473.1	Caust.v2_010135, Caust.v2_015406	XP_017888133.1	FBgn0051855	XP_033336471.1
OG0003044	XP_393677.3	Caust.v2_006175	XP_017876474.1, XP_017876475.1	FBgn0086695	XP_033340537.1
OG0003045	XP_393685.3	Caust.v2_006509	XP_017876490.1, XP_017876491.1, XP_017876493.1	FBgn0052392	
OG0003046	XP_393737.2	Caust.v2_000651	XP_017878619.1	FBgn0040348	XP_033342955.1, XP_033342956.1
OG0003047	XP_393890.1	Caust.v2_007320, Caust.v2_019771	XP_017891849.1	FBgn0031540	XP_033330243.1
OG0003048	XP_393976.2	Caust.v2_004109	XP_017884957.1, XP_017884958.1	FBgn0001105	XP_033336596.1
OG0003049	XP_394020.3	Caust.v2_007791	XP_017884873.1	FBgn0034411, FBgn0267351	XP_033336680.1
OG0003050	XP_394217.1	Caust.v2_009692	XP_026672201.1	FBgn0032036, FBgn0263776	XP_033325646.1
OG0003051	XP_394245.2	Caust.v2_005066	XP_017887571.1, XP_017887572.1	FBgn0261243	XP_033328511.1
OG0003052	XP_394326.4	Caust.v2_005245, Caust.v2_020535	XP_026671452.1	FBgn0038452, FBgn0039070	
OG0003053	XP_394426.4	Caust.v2_001789	XP_017882346.1, XP_026670476.1	FBgn0037074	XP_033321894.1
OG0003054	XP_394446.4	Caust.v2_006337	XP_017880897.1, XP_017880899.1	FBgn0035879	XP_033321980.1
OG0003055	XP_394484.1		XP_026668344.1	FBgn0000384, FBgn0001123, FBgn0010223	XP_033336894.1
OG0003056	XP_394564.1	Caust.v2_007474	XP_017882373.1, XP_026670505.1	FBgn0033225	XP_033324359.1
OG0003057	XP_394637.2	Caust.v2_005968	XP_017892602.1, XP_026675530.1	FBgn0031020	XP_033327720.1
OG0003058	XP_394838.3	Caust.v2_000823	XP_017892862.1, XP_017892863.1	FBgn0039137	XP_033334834.1
OG0003059	XP_394859.1	Caust.v2_009182	XP_017890089.1	FBgn0035189, FBgn0063667	XP_033328045.1
OG0003060	XP_394886.4	Caust.v2_005363	XP_017884030.1	FBgn0033028, FBgn0033657	XP_033331264.1
OG0003061	XP_395016.2		XP_017886866.1, XP_026672739.1	FBgn0038760	XP_033332600.1, XP_033339889.1
OG0003062	XP_395048.4	Caust.v2_005651	XP_017882044.1, XP_017882046.1	FBgn0087035	XP_033325932.1
OG0003063	XP_395146.3	Caust.v2_005781	XP_026672041.1, XP_026672042.1	FBgn0011739	XP_033338119.1
OG0003064	XP_395179.2		XP_017892123.1, XP_026675266.1	FBgn0261383	XP_033331442.1, XP_033331444.1
OG0003065	XP_395253.2	Caust.v2_007379	XP_017875724.1	FBgn0015828	XP_033325900.1, XP_033325901.1
OG0003066	XP_395387.5	Caust.v2_010552	XP_017879027.1	FBgn0031078	XP_033334866.1, XP_033334867.1
OG0003067	XP_395400.7		XP_017887299.1, XP_026672929.1, XP_026672930.1, XP_026672932.1, XP_026672933.1		
OG0003068	XP_395412.2	Caust.v2_006910, Caust.v2_020325	XP_017887550.1	FBgn0036154, FBgn0036999	
OG0003069	XP_395451.4	Caust.v2_009581	XP_017884417.1	FBgn0040022	XP_033331661.1, XP_033331664.1
OG0003070	XP_395550.3	Caust.v2_003362, Caust.v2_021079	XP_017883723.1	FBgn0028487, FBgn0035008	
OG0003071	XP_395618.4	Caust.v2_001314	XP_017878961.1	FBgn0039252	XP_033342606.1, XP_033342608.1
OG0003072	XP_395654.5	Caust.v2_008650	XP_017883362.1	FBgn0011202	XP_033328882.1, XP_033328886.1
OG0003073	XP_395658.5	Caust.v2_005900	XP_017888169.2, XP_026673399.1	FBgn0031538	XP_033341555.1
OG0003074	XP_395851.2	Caust.v2_016868, Caust.v2_022064	XP_017893571.1	FBgn0259979	XP_033328478.1
OG0003075	XP_395924.2	Caust.v2_011870	XP_017891497.1	FBgn0039241	XP_033339188.1, XP_033339189.1
OG0003076	XP_396090.2	Caust.v2_014618, Caust.v2_020164	XP_017879446.1	FBgn0034567	XP_033335377.1
OG0003077	XP_396270.5	Caust.v2_015243	XP_017888011.1	FBgn0042177, FBgn0042178	XP_033340225.1
OG0003078	XP_396284.2	Caust.v2_007489	XP_017892861.1, XP_026666449.1	FBgn0027783	XP_033334676.1
OG0003079	XP_396341.3	Caust.v2_014961	XP_017891041.1, XP_026674867.1	FBgn0030482	XP_033326901.1
OG0003080	XP_396462.2	Caust.v2_004966, Caust.v2_020661	XP_017883127.1	FBgn0031497	XP_033327983.1
OG0003081	XP_396542.5	Caust.v2_001353	XP_026669247.1, XP_026669248.1	FBgn0033062	XP_033342283.1
OG0003082	XP_396581.5	Caust.v2_012171	XP_017876906.1	FBgn0034829, FBgn0035205	XP_033339897.1
OG0003083	XP_396730.1	Caust.v2_004086	XP_017884581.1, XP_026671499.1, XP_026671500.1		XP_033336254.1
OG0003084	XP_396855.2		XP_017890737.1, XP_026674448.1	FBgn0027506	XP_033333047.1, XP_033333048.1
OG0003085	XP_397008.1	Caust.v2_020901	XP_017887597.1, XP_017887598.1	FBgn0030968	XP_033321445.1
OG0003086	XP_397014.4	Caust.v2_007632, Caust.v2_016805, Caust.v2_016807		FBgn0000139	XP_033325537.1
OG0003087	XP_397129.4	Caust.v2_010275	XP_017884887.1, XP_017884888.1	FBgn0028402	XP_033336227.1
OG0003088	XP_397131.4	Caust.v2_004490, Caust.v2_021504	XP_017891371.1	FBgn0039117	XP_033337168.1
OG0003089	XP_397232.1	Caust.v2_017792, Caust.v2_021970	XP_017875454.1	FBgn0000581	XP_033336562.1
OG0003090	XP_397283.1		XP_017880045.1, XP_026669289.1, XP_026669290.1	FBgn0051121	XP_033327269.1
OG0003091	XP_397293.3	Caust.v2_011063	XP_017889247.1, XP_017889329.1, XP_026671974.1	FBgn0015360	
OG0003092	XP_397439.4	Caust.v2_015136, Caust.v2_017513	XP_017887660.1	FBgn0037249	XP_033340764.1
OG0003093	XP_397468.4	Caust.v2_011183	XP_017883120.1, XP_026670839.1	FBgn0051108	XP_033328004.1
OG0003094	XP_397479.5	Caust.v2_003420	XP_017891797.2	FBgn0035577	XP_033321175.1, XP_033321177.1
OG0003095	XP_623088.2	Caust.v2_001111	XP_017876212.1, XP_026667482.1	FBgn0003687	XP_033337693.1
OG0003096	XP_623111.3	Caust.v2_014491	XP_017890959.1	FBgn0000319	XP_033341751.1, XP_033341752.1
OG0003097	XP_623303.1	Caust.v2_007374	XP_017875659.1, XP_017875660.1	FBgn0285947	XP_033331423.1
OG0003098	XP_623489.2	Caust.v2_006074	XP_017879747.1, XP_026669162.1	FBgn0033557	XP_033339353.1
OG0003099	XP_623621.1				XP_033340660.1, XP_033340663.1, XP_033340664.1, XP_033340665.1, XP_033340894.1
OG0003100	XP_623644.3	Caust.v2_002761	XP_017890463.1	FBgn0266369	XP_033328371.1, XP_033328380.1
OG0003101	XP_623670.3	Caust.v2_012956, Caust.v2_014343	XP_017889844.1	FBgn0032864	XP_033334208.1
OG0003102	XP_623721.3	Caust.v2_004564		FBgn0037330	XP_033331649.1, XP_033331651.1, XP_033331652.1
OG0003103	XP_623747.1	Caust.v2_000142	XP_026666717.1, XP_026666718.1	FBgn0033610	XP_033321824.1
OG0003104	XP_623808.1	Caust.v2_008366	XP_017891134.1	FBgn0000588, FBgn0032391	XP_033321499.1
OG0003105	XP_623921.1	Caust.v2_000375, Caust.v2_020840	XP_017881181.1	FBgn0283494	XP_033334318.1
OG0003106	XP_623946.3		XP_017884561.1, XP_026671699.1, XP_026671700.1	FBgn0011672	XP_033336654.1
OG0003107	XP_624095.3	Caust.v2_008653, Caust.v2_010662	XP_026673247.1	FBgn0035636, FBgn0036289	
OG0003108	XP_624254.3	Caust.v2_018336, Caust.v2_018337		FBgn0031053	XP_033322653.1, XP_033322654.1
OG0003109	XP_624297.2	Caust.v2_011661	XP_017891145.1, XP_026674760.1	FBgn0020304	XP_033341011.1
OG0003110	XP_624369.1	Caust.v2_000034	XP_017883459.1	FBgn0024920	XP_033337455.1, XP_033337457.1
OG0003111	XP_624403.2	Caust.v2_011962, Caust.v2_022652	XP_026671406.1	FBgn0037894	XP_033341887.1
OG0003112	XP_624477.3	Caust.v2_008131, Caust.v2_018347	XP_017887697.1	FBgn0010247	XP_033328280.1
OG0003113	XP_624497.2	Caust.v2_007887	XP_017885511.1, XP_017885512.1	FBgn0010747	XP_033331108.1
OG0003114	XP_624521.1	Caust.v2_002155	XP_017887336.1, XP_017887337.1	FBgn0030421	XP_033327808.1
OG0003115	XP_624548.2	Caust.v2_002989	XP_017875085.1	FBgn0036702	XP_033328282.1, XP_033328283.1
OG0003116	XP_624581.2	Caust.v2_008992	XP_026674869.1	FBgn0032935, FBgn0035850	XP_033332934.1
OG0003117	XP_624673.3	Caust.v2_011729	XP_017877082.1, XP_026667874.1, XP_026667875.1	FBgn0014870	
OG0003118	XP_624711.1	Caust.v2_021904	XP_017879888.1, XP_026674493.1	FBgn0039743	XP_033341488.1
OG0003119	XP_624777.3	Caust.v2_004268	XP_017885402.1	FBgn0011204	XP_033321437.1, XP_033321440.1
OG0003120	XP_624869.1	Caust.v2_004911	XP_017884969.1, XP_017884970.1	FBgn0030976	XP_033336393.1
OG0003121	XP_624964.1	Caust.v2_009820, Caust.v2_021722	XP_026673282.1	FBgn0039965	XP_033332840.1
OG0003122	XP_625020.3	Caust.v2_009550	XP_017886777.1, XP_026672768.1	FBgn0284442	XP_033326261.1
OG0003123	XP_625030.1	Caust.v2_014987, Caust.v2_017262, Caust.v2_017375		FBgn0023181	XP_033336289.1
OG0003124	XP_625078.1	Caust.v2_019703	XP_017880135.1, XP_026669342.1	FBgn0020235	XP_033338463.1
OG0003125	XP_625105.2		XP_017877860.1, XP_026668634.1	FBgn0267976	XP_033338050.1, XP_033338051.1
OG0003126	XP_625154.1	Caust.v2_006141	XP_017888148.1, XP_026673364.1	FBgn0035947	XP_033336503.1
OG0003127	XP_625156.2	Caust.v2_001989		FBgn0031875	XP_033325694.1, XP_033339936.1, XP_033339937.1
OG0003128	XP_625184.4	Caust.v2_004577	XP_017883729.1, XP_026671132.1	FBgn0031519	XP_033326107.1
OG0003129		Caust.v2_009661, Caust.v2_017180	XP_017877570.1, XP_026668163.1	FBgn0033365	XP_033335967.1
OG0003130		Caust.v2_009095	XP_017876874.1	FBgn0029152, FBgn0030577, FBgn0030578	XP_033342058.1
OG0003131		Caust.v2_015107	XP_017884666.1	FBgn0015509, FBgn0036332	XP_033336118.1, XP_033336119.1
OG0003132		Caust.v2_019065, Caust.v2_019485, Caust.v2_019946, Caust.v2_021879, Caust.v2_022428, Caust.v2_022459			
OG0003133		Caust.v2_009648	XP_026673737.1, XP_026673738.1	FBgn0034804, FBgn0261535	XP_033337655.1
OG0003134		Caust.v2_009627, Caust.v2_009631, Caust.v2_009633	XP_017876174.2	FBgn0264339	XP_033325418.1
OG0003135		Caust.v2_015362, Caust.v2_021117	XP_017889282.1	FBgn0000416	XP_033329739.1, XP_033341714.1
OG0003136		Caust.v2_019590, Caust.v2_021260, Caust.v2_022375	XP_017887868.1	FBgn0035144	XP_033331878.1
OG0003137		Caust.v2_008141, Caust.v2_017432	XP_017887631.1, XP_017887632.1	FBgn0032699	XP_033338232.1
OG0003138		Caust.v2_008826, Caust.v2_016941	XP_017875731.1	FBgn0019932	XP_033340698.1, XP_033340699.1
OG0003139		Caust.v2_013956, Caust.v2_014670, Caust.v2_019906	XP_017889688.1	FBgn0027560	XP_033322791.1
OG0003140		Caust.v2_018872, Caust.v2_019536, Caust.v2_019537, Caust.v2_020902, Caust.v2_022310, Caust.v2_022456			
OG0003141		Caust.v2_019034	XP_026673467.1	FBgn0031426, FBgn0085476, FBgn0085477, FBgn0250847	
OG0003142		Caust.v2_011640, Caust.v2_014425	XP_017877117.1	FBgn0032971, FBgn0035124, FBgn0250874	
OG0003143		Caust.v2_007146	XP_017891936.1, XP_026675179.1, XP_026675180.1	FBgn0033337	XP_033331446.1
OG0003144		Caust.v2_007153	XP_017892017.1, XP_017892018.1, XP_026675273.1, XP_026675274.1	FBgn0259722	
OG0003145		Caust.v2_013305, Caust.v2_022272, Caust.v2_022445	XP_017888354.1	FBgn0039182	XP_033337596.1
OG0003146		Caust.v2_005174	XP_017883853.1, XP_017883855.1	FBgn0261456	XP_033331514.1, XP_033331515.1
OG0003147		Caust.v2_011231	XP_017892271.1, XP_017892272.1, XP_026675335.1, XP_026675336.1	FBgn0030100	
OG0003148		Caust.v2_016869, Caust.v2_022487	XP_017893556.1, XP_017893560.1, XP_026666658.1, XP_026666673.1		
OG0003149		Caust.v2_009931, Caust.v2_019728	XP_026667594.1	FBgn0024319, FBgn0034489	XP_033325679.1
OG0003150		Caust.v2_018114	XP_017885746.1, XP_026672228.1	FBgn0260936	XP_033321302.1, XP_033321303.1
OG0003151		Caust.v2_018119	XP_017877667.1, XP_026668209.1, XP_026668210.1	FBgn0029849, FBgn0039641	
OG0003152		Caust.v2_004820, Caust.v2_007516, Caust.v2_007520, Caust.v2_019443			XP_033333341.1, XP_033333664.1
OG0003153		Caust.v2_012957, Caust.v2_014344, Caust.v2_017595	XP_017879363.1	FBgn0261850	XP_033334107.1
OG0003154		Caust.v2_005096	XP_017893684.1	FBgn0032075, FBgn0032943	XP_033323949.1, XP_033323950.1
OG0003155		Caust.v2_004815, Caust.v2_004817, Caust.v2_021620			XP_033333353.1, XP_033333662.1, XP_033333663.1
OG0003156		Caust.v2_005286, Caust.v2_013109, Caust.v2_015639, Caust.v2_017380, Caust.v2_019984, Caust.v2_022418			
OG0003157		Caust.v2_005335, Caust.v2_005336	XP_017886531.1, XP_017886532.1	FBgn0031858	XP_033320842.1
OG0003158		Caust.v2_013312, Caust.v2_019031, Caust.v2_019033, Caust.v2_020206, Caust.v2_021265, Caust.v2_021762			
OG0003159		Caust.v2_019123, Caust.v2_019791, Caust.v2_021035, Caust.v2_021872		FBgn0264606	XP_033328628.1
OG0003160		Caust.v2_013443, Caust.v2_016353, Caust.v2_016354	XP_017883271.1		XP_033334010.1, XP_033334011.1
OG0003161		Caust.v2_005220, Caust.v2_011155	XP_026671479.1	FBgn0035203, FBgn0040064	XP_033325711.1
OG0003162		Caust.v2_005273, Caust.v2_005275, Caust.v2_021575	XP_026669286.1, XP_026669287.1		XP_033321570.1
OG0003163		Caust.v2_014487, Caust.v2_018433, Caust.v2_018876, Caust.v2_021965		FBgn0039172	XP_033327812.1
OG0003164		Caust.v2_014488, Caust.v2_018434, Caust.v2_018877	XP_017890932.1	FBgn0026400	XP_033327851.1
OG0003165		Caust.v2_013936, Caust.v2_020248, Caust.v2_022146, Caust.v2_022312	XP_017875753.2		XP_033327621.1
OG0003166		Caust.v2_004117, Caust.v2_015081, Caust.v2_015085	XP_017884994.1		XP_033330850.1, XP_033330853.1
OG0003167		Caust.v2_004114, Caust.v2_015079	XP_017884375.2	FBgn0003486, FBgn0086917	XP_033336150.1
OG0003168		Caust.v2_019476, Caust.v2_019523	XP_017876259.2, XP_017876271.1	FBgn0039828	XP_033327620.1
OG0003169		Caust.v2_013259, Caust.v2_017620, Caust.v2_017621, Caust.v2_017663		FBgn0000996	XP_033340991.1
OG0003170		Caust.v2_017793, Caust.v2_018900		FBgn0037687, FBgn0038454	XP_033326903.1, XP_033326906.1
OG0003171		Caust.v2_001238	XP_017878739.1	FBgn0030956, FBgn0030959	XP_033341718.1, XP_033341719.1
OG0003172		Caust.v2_001279	XP_017887454.1, XP_026673015.1, XP_026673016.1, XP_026673017.1	FBgn0035918	
OG0003173		Caust.v2_001333	XP_017880011.1, XP_017880012.1, XP_017880013.1		XP_033342818.1, XP_033342819.1
OG0003174		Caust.v2_016172	XP_026671375.1		XP_033322700.1, XP_033322710.1, XP_033322718.1, XP_033322726.1
OG0003175		Caust.v2_011672, Caust.v2_017198, Caust.v2_017199, Caust.v2_018123		FBgn0032601	XP_033331703.1
OG0003176		Caust.v2_010134, Caust.v2_015405	XP_017884787.1	FBgn0040268	XP_033340124.1, XP_033340126.1
OG0003177		Caust.v2_006803	XP_017885008.1, XP_017885009.1, XP_017885010.1	FBgn0023522	XP_033336671.1
OG0003178		Caust.v2_003396, Caust.v2_017266, Caust.v2_019206	XP_017883704.1	FBgn0004876	XP_033335517.1
OG0003179		Caust.v2_009717, Caust.v2_019870	XP_017877223.1	FBgn0037018	XP_033330065.1, XP_033338553.1
OG0003180		Caust.v2_006522, Caust.v2_019656, Caust.v2_020372, Caust.v2_020930	XP_017881551.1	FBgn0260388	
OG0003181		Caust.v2_008580		FBgn0039681	XP_033337746.1, XP_033337747.1, XP_033337748.1, XP_033337749.1
OG0003182		Caust.v2_008586	XP_026670026.1, XP_026670027.1, XP_026670028.1, XP_026670029.1	FBgn0036210	
OG0003183		Caust.v2_007450	XP_017877440.1, XP_017877443.1, XP_026668064.1		XP_033333072.1, XP_033333075.1
OG0003184		Caust.v2_006023, Caust.v2_018086, Caust.v2_021016	XP_026674004.1, XP_026674005.1		XP_033320818.1
OG0003185		Caust.v2_007188, Caust.v2_021125	XP_017885546.1, XP_017885547.1	FBgn0020510	XP_033329365.1
OG0003186		Caust.v2_009403, Caust.v2_009406, Caust.v2_020435	XP_026674889.1	FBgn0023545, FBgn0259878	
OG0003187		Caust.v2_018537	XP_017888138.1, XP_026673324.1, XP_026673325.1		XP_033336560.1, XP_033336561.1
OG0003188		Caust.v2_014766	XP_017881810.1, XP_017881835.1, XP_017881845.1, XP_026670156.1		XP_033332964.1
OG0003189		Caust.v2_021307	XP_017876585.1, XP_017876586.1	FBgn0042185	XP_033339320.1, XP_033339321.1
OG0003190		Caust.v2_004199	XP_026667342.1, XP_026667343.1	FBgn0027066	XP_033327906.1, XP_033333556.1
OG0003191		Caust.v2_008263	XP_017890918.1, XP_017890919.1, XP_026674718.1, XP_026674719.1	FBgn0004569	
OG0003192		Caust.v2_004929	XP_017879598.1	FBgn0004066, FBgn0017556, FBgn0265606	XP_033324218.1
