Geneid	gene_name	SRR1519115_1_cleanedAligned.sortedByCoord.out.bam	SRR1519113_1_cleanedAligned.sortedByCoord.out.bam	SRR1519114_1_cleanedAligned.sortedByCoord.out.bam	SRR1519108_1_cleanedAligned.sortedByCoord.out.bam	SRR1519111_1_cleanedAligned.sortedByCoord.out.bam	SRR1519116_1_cleanedAligned.sortedByCoord.out.bam	SRR1519109_1_cleanedAligned.sortedByCoord.out.bam	SRR1519110_1_cleanedAligned.sortedByCoord.out.bam	SRR1519117_1_cleanedAligned.sortedByCoord.out.bam	SRR1519112_1_cleanedAligned.sortedByCoord.out.bam
gene-LOC106786266	LOC106786266	3	1	4	3	8	1	0	1	4	4
gene-LOC106786245	LOC106786245	0	0	0	0	0	0	0	0	0	0
gene-LOC106786289	LOC106786289	32	52	76	49	57	64	47	47	70	70
gene-LOC106786283	LOC106786283	3	22	23	62	27	37	73	87	16	25
gene-LOC106786284	LOC106786284	18	36	42	34	24	13	26	8	36	22
gene-LOC106786260	LOC106786260	0	1	0	4	0	0	1	0	0	1
gene-LOC106786262	LOC106786262	0	0	0	0	0	0	0	0	0	0
gene-LOC106786261	LOC106786261	2	0	0	2	2	0	3	0	4	1
gene-LOC106786282	LOC106786282	0	0	0	0	1	0	2	1	1	0
gene-LOC106786241	LOC106786241	46	32	29	24	25	11	11	20	28	41
gene-LOC106786269	LOC106786269	1	5	4	8	3	1	7	5	11	12
gene-LOC106786270	LOC106786270	1	0	0	0	0	1	3	1	0	0
gene-LOC106786280	LOC106786280	4	9	8	11	1	0	0	0	6	1
gene-LOC106786281	LOC106786281	3	6	3	10	0	0	0	0	0	0
gene-LOC106786286	LOC106786286	7	0	3	0	5	1	1	1	6	2
gene-LOC106786285	LOC106786285	4	0	0	0	9	6	0	8	7	3
gene-LOC106786242	LOC106786242	2	0	1	0	0	3	1	1	0	0
gene-LOC106786287	LOC106786287	0	3	0	1	1	0	4	0	1	1
gene-LOC106786279	LOC106786279	8	17	11	12	0	2	3	1	0	0
gene-LOC106786278	LOC106786278	494	540	568	399	1307	1100	1103	1027	1165	960
gene-LOC106786275	LOC106786275	1	0	6	0	0	0	1	0	0	0
gene-LOC106786268	LOC106786268	1	1	3	3	1	0	1	1	2	0
gene-LOC106786244	LOC106786244	0	1	0	0	1	0	0	1	0	0
gene-LOC106786255	LOC106786255	0	3	5	0	2	0	3	0	0	1
gene-LOC106786257	LOC106786257	0	0	0	0	1	0	1	0	1	0
gene-LOC106786254	LOC106786254	18	47	27	53	11	11	28	8	51	18
gene-LOC106786259	LOC106786259	0	3	0	0	0	0	1	0	0	0
gene-LOC106786258	LOC106786258	1	0	0	0	0	0	1	1	2	0
gene-LOC106786247	LOC106786247	15	20	8	25	33	43	33	34	56	39
gene-LOC106786249	LOC106786249	0	0	0	0	6	10	7	5	48	5
gene-LOC106786248	LOC106786248	51	32	48	40	172	76	97	129	91	77
gene-LOC106786250	LOC106786250	14	21	18	22	57	47	46	31	52	20
gene-LOC106786253	LOC106786253	1	0	1	1	6	3	3	4	4	4
gene-LOC106786252	LOC106786252	0	1	1	6	1	2	2	1	4	4
gene-LOC106786272	LOC106786272	0	0	7	3	0	0	1	0	2	1
gene-LOC106786274	LOC106786274	32	53	58	34	129	104	100	76	84	57
gene-LOC106786273	LOC106786273	2	4	18	19	31	41	26	35	45	46
gene-LOC106786271	LOC106786271	1	0	0	2	2	1	3	2	3	5
gene-LOC106786277	LOC106786277	0	1	0	1	0	1	2	0	0	0
gene-LOC106786306	LOC106786306	0	0	0	0	0	0	2	0	0	0
gene-LOC106786290	LOC106786290	0	0	0	0	0	0	0	0	0	0
gene-LOC106786291	LOC106786291	0	0	0	0	0	0	0	0	0	0
gene-LOC106786308	LOC106786308	0	1	0	1	1	0	1	1	2	1
gene-LOC106786309	LOC106786309	0	0	0	0	0	0	1	0	0	0
gene-LOC106786297	LOC106786297	4	3	1	6	3	7	3	2	6	4
gene-LOC106786299	LOC106786299	2	10	0	3	3	0	10	1	3	3
gene-LOC106786298	LOC106786298	91	92	75	114	193	132	109	144	299	163
gene-LOC106786300	LOC106786300	1	1	10	4	8	9	3	12	13	9
gene-LOC106786307	LOC106786307	4	0	1	0	0	1	0	2	1	2
gene-LOC106786292	LOC106786292	0	0	0	0	2	0	2	0	2	2
gene-LOC106786301	LOC106786301	2	9	5	0	1	0	3	0	4	2
gene-LOC106786305	LOC106786305	0	0	0	0	0	0	0	0	0	0
gene-LOC106786293	LOC106786293	0	0	0	0	0	0	0	0	0	0
gene-LOC106786295	LOC106786295	0	0	0	0	0	0	1	0	0	0
gene-LOC106786303	LOC106786303	0	0	0	2	0	0	0	0	0	0
gene-LOC106786296	LOC106786296	1	0	2	3	0	1	3	0	2	0
gene-LOC106786313	LOC106786313	0	0	0	0	0	0	0	0	0	0
gene-LOC106786381	LOC106786381	0	0	2	0	1	0	5	0	1	2
gene-LOC106786401	LOC106786401	11	13	24	23	13	4	7	2	20	11
gene-LOC106786351	LOC106786351	0	0	0	0	0	0	4	0	1	0
gene-LOC106786356	LOC106786356	2	4	3	6	4	0	3	1	4	4
gene-LOC106786350	LOC106786350	0	0	0	0	0	0	0	0	1	0
gene-LOC106786353	LOC106786353	4	11	11	9	6	2	2	4	9	13
gene-LOC106786354	LOC106786354	54	41	69	62	121	134	110	145	99	103
gene-LOC106786355	LOC106786355	9	15	16	6	23	18	23	19	25	33
gene-LOC106786327	LOC106786327	1	0	0	4	0	0	0	0	0	0
gene-LOC106786329	LOC106786329	24	16	28	28	20	4	20	6	21	10
gene-LOC106786325	LOC106786325	30	43	35	47	31	5	25	5	31	27
gene-LOC106786324	LOC106786324	6	2	4	4	2	1	4	1	5	2
gene-LOC106786328	LOC106786328	29	36	21	10	5	1	2	3	12	6
gene-LOC106786323	LOC106786323	11	15	18	12	2	0	4	0	5	8
gene-LOC106786326	LOC106786326	6	8	5	8	11	7	6	14	8	11
gene-LOC106786390	LOC106786390	2	6	1	6	9	2	3	1	2	6
gene-LOC106786392	LOC106786392	3	14	4	13	3	2	1	3	4	1
gene-LOC106786391	LOC106786391	0	0	2	0	1	0	3	1	1	6
gene-LOC106786321	LOC106786321	0	0	0	0	1	0	0	0	0	0
gene-LOC106786314	LOC106786314	0	0	0	0	0	0	0	0	0	0
gene-LOC106786405	LOC106786405	0	0	0	2	0	1	0	0	0	1
gene-LOC106786400	LOC106786400	13	8	9	8	25	32	16	19	26	21
gene-LOC106786315	LOC106786315	5	4	3	6	3	0	1	2	2	1
gene-LOC106786378	LOC106786378	2	5	2	1	1	1	7	0	4	1
gene-LOC106786319	LOC106786319	0	0	0	0	0	0	0	0	0	0
gene-LOC106786320	LOC106786320	0	0	0	1	0	0	1	0	0	0
gene-LOC106786384	LOC106786384	0	1	0	0	1	0	0	0	0	1
gene-LOC106786382	LOC106786382	330	361	415	390	386	252	452	268	479	364
gene-LOC106786383	LOC106786383	0	4	5	0	0	0	3	1	0	0
gene-LOC106786374	LOC106786374	4	5	4	3	2	4	6	4	7	5
gene-LOC106786375	LOC106786375	3	8	1	3	1	1	1	0	1	1
gene-LOC106786357	LOC106786357	64	85	118	65	12	6	4	5	21	12
gene-LOC106786358	LOC106786358	12	22	8	15	12	3	10	7	16	3
gene-LOC106786369	LOC106786369	4	3	8	1	7	19	23	6	12	4
gene-LOC106786372	LOC106786372	3	1	3	5	9	5	5	2	6	9
gene-LOC106786370	LOC106786370	3	3	4	6	5	2	3	3	2	2
gene-LOC106786373	LOC106786373	0	0	0	0	0	1	0	0	0	0
gene-LOC106786403	LOC106786403	0	0	0	1	0	0	1	0	0	0
gene-LOC106786380	LOC106786380	11	10	1	11	2	14	10	3	6	2
gene-LOC106786402	LOC106786402	3	17	5	6	3	7	2	5	5	3
gene-LOC106786341	LOC106786341	0	0	0	0	0	0	0	0	0	0
gene-LOC106786316	LOC106786316	5	9	13	6	9	5	8	6	4	5
gene-LOC106786338	LOC106786338	8	8	7	11	9	11	9	3	8	14
gene-LOC106786339	LOC106786339	0	0	0	8	3	5	2	7	2	2
gene-LOC106786337	LOC106786337	24	13	25	33	4	2	2	3	13	4
gene-LOC106786343	LOC106786343	1	2	0	4	3	3	3	0	5	0
gene-LOC106786344	LOC106786344	6	4	2	7	6	0	18	0	6	2
gene-LOC106786342	LOC106786342	1	0	5	2	0	0	0	0	0	0
gene-LOC106786336	LOC106786336	2	0	0	0	0	0	0	0	1	0
gene-LOC106786361	LOC106786361	54	54	76	71	50	46	46	70	73	60
gene-LOC106786360	LOC106786360	30	38	59	46	15	17	17	11	34	16
gene-LOC106786359	LOC106786359	0	0	1	0	0	0	0	0	0	0
gene-LOC106786389	LOC106786389	1	0	4	5	3	9	10	7	10	3
gene-LOC106786398	LOC106786398	0	1	1	0	1	0	0	0	0	0
gene-LOC106786367	LOC106786367	0	0	0	0	0	0	1	0	0	0
gene-LOC106786368	LOC106786368	1	1	0	7	3	1	2	3	9	3
gene-LOC106786366	LOC106786366	220	228	242	213	75	7	58	5	135	105
gene-LOC106786396	LOC106786396	5	1	0	0	1	0	1	0	2	0
gene-Trnak-cuu-3	Trnak-cuu	0	0	0	0	0	0	0	0	0	0
gene-Trnam-cau-3	Trnam-cau	0	0	0	0	0	0	0	0	0	0
gene-LOC106786399	LOC106786399	1	1	0	0	3	1	1	0	4	0
gene-LOC106786362	LOC106786362	1	2	4	6	9	4	6	1	10	4
gene-LOC106786363	LOC106786363	48	36	44	44	84	51	71	87	56	75
gene-LOC106786317	LOC106786317	0	5	0	0	0	3	0	1	0	0
gene-LOC106786322	LOC106786322	0	0	0	0	0	0	0	0	0	0
gene-LOC106786404	LOC106786404	0	0	0	0	2	0	0	0	0	0
gene-LOC106786397	LOC106786397	4	5	3	15	5	0	2	1	3	1
gene-LOC106786386	LOC106786386	0	0	0	0	1	0	2	0	5	2
gene-LOC106786385	LOC106786385	50	84	119	72	26	10	15	15	26	24
gene-LOC106786387	LOC106786387	1	0	0	0	0	4	0	1	1	3
gene-LOC106786395	LOC106786395	0	0	0	0	0	0	0	0	0	0
gene-LOC106786377	LOC106786377	53	59	31	72	30	8	23	25	34	24
gene-LOC106786376	LOC106786376	5	12	13	16	18	4	9	7	19	9
gene-LOC106786348	LOC106786348	5	3	1	0	1	0	0	0	0	2
gene-LOC106786349	LOC106786349	10	16	14	16	26	9	32	7	50	28
gene-LOC106786346	LOC106786346	2	0	0	0	0	0	2	0	3	0
gene-LOC106786345	LOC106786345	62	51	63	68	6	9	9	7	10	15
gene-LOC106786347	LOC106786347	64	88	87	110	4	2	4	7	6	4
gene-LOC106786388	LOC106786388	0	2	0	1	1	0	0	0	0	1
gene-LOC106786333	LOC106786333	1	0	0	3	0	0	0	0	0	0
gene-LOC106786330	LOC106786330	55	60	47	65	1	0	5	0	12	22
gene-LOC106786331	LOC106786331	3	14	14	26	7	3	3	10	21	6
gene-LOC106786335	LOC106786335	32	33	10	61	8	50	39	41	2	10
gene-LOC106786332	LOC106786332	15	14	2	9	17	8	10	15	11	4
gene-LOC106786318	LOC106786318	3	4	7	25	6	1	26	7	3	7
gene-LOC106786364	LOC106786364	0	0	0	0	0	0	1	0	0	0
gene-LOC106786393	LOC106786393	0	0	0	0	0	0	0	0	0	0
gene-LOC106786394	LOC106786394	0	1	0	0	0	0	0	0	3	0
gene-LOC106786310	LOC106786310	0	0	0	0	0	0	0	5	0	0
gene-LOC106786311	LOC106786311	0	0	0	0	0	3	1	2	1	0
gene-LOC106786312	LOC106786312	0	2	2	0	1	2	2	2	1	0
gene-LOC106786406	LOC106786406	0	0	2	0	0	0	2	3	4	0
gene-LOC106786413	LOC106786413	7	1	0	0	2	0	2	0	0	1
gene-LOC106786419	LOC106786419	0	2	0	2	0	1	4	0	1	1
gene-LOC106786420	LOC106786420	0	1	0	0	0	0	0	0	3	4
gene-LOC106786421	LOC106786421	47	73	42	68	15	8	13	7	15	12
gene-LOC106786422	LOC106786422	4	0	0	0	1	0	4	2	2	0
gene-LOC106786409	LOC106786409	10	7	7	8	4	3	23	3	16	10
gene-LOC106786412	LOC106786412	5	7	4	6	23	14	14	6	19	17
gene-LOC106786410	LOC106786410	0	2	0	0	4	1	9	0	0	6
gene-LOC106786423	LOC106786423	0	0	0	0	0	0	0	0	0	0
gene-LOC106786415	LOC106786415	55	77	82	66	38	25	31	15	47	14
gene-LOC106786418	LOC106786418	0	0	0	0	2	0	0	0	0	0
gene-LOC106786408	LOC106786408	0	0	0	0	0	0	0	0	0	0
gene-LOC106786424	LOC106786424	0	0	0	0	0	0	1	0	0	0
gene-LOC106786407	LOC106786407	9	0	0	0	1	2	4	0	0	0
gene-LOC106786414	LOC106786414	0	3	1	1	1	0	2	0	2	3
gene-LOC106786426	LOC106786426	0	0	0	0	0	0	0	0	0	0
gene-LOC106786450	LOC106786450	0	0	0	0	0	0	0	0	0	0
gene-LOC106786449	LOC106786449	54	42	65	67	25	4	14	4	40	18
gene-LOC106786444	LOC106786444	2	2	3	2	0	0	5	0	2	2
gene-LOC106786443	LOC106786443	148	121	164	185	2	1	5	5	6	5
gene-LOC106786445	LOC106786445	2	0	6	0	0	0	0	0	0	0
gene-LOC106786429	LOC106786429	0	0	0	0	0	0	0	0	0	0
gene-LOC106786427	LOC106786427	0	7	4	2	9	4	3	0	14	2
gene-LOC106786435	LOC106786435	1	9	0	0	1	0	2	0	3	0
gene-LOC106786436	LOC106786436	0	1	0	0	0	1	3	1	0	0
gene-LOC106786428	LOC106786428	0	0	0	0	1	0	0	0	0	1
gene-LOC106786446	LOC106786446	1	3	6	5	0	0	2	2	1	0
gene-LOC106786431	LOC106786431	0	1	0	3	0	0	0	0	1	0
gene-LOC106786430	LOC106786430	2	5	1	3	10	6	20	3	1	6
gene-LOC106786438	LOC106786438	3	9	10	5	9	6	3	5	8	7
gene-LOC106786437	LOC106786437	45	60	25	43	38	30	42	51	51	40
gene-LOC106786439	LOC106786439	7	1	1	6	0	2	3	0	2	5
gene-LOC106786440	LOC106786440	0	0	0	0	0	0	0	0	0	0
gene-LOC106786442	LOC106786442	1	1	2	0	2	2	2	2	7	5
gene-LOC106786433	LOC106786433	0	0	1	1	5	8	8	5	0	6
gene-LOC106786434	LOC106786434	6	8	14	2	5	10	15	16	6	1
gene-Trnag-ucc	Trnag-ucc	0	0	0	0	0	0	0	0	0	0
gene-Trnag-ccc	Trnag-ccc	0	0	0	0	0	2	1	2	1	0
gene-Trnag-ucc-2	Trnag-ucc	0	0	0	0	0	0	0	0	0	0
gene-Trnae-uuc	Trnae-uuc	0	0	0	0	0	0	0	0	0	0
gene-LOC106786432	LOC106786432	2	3	1	3	8	14	19	6	28	4
gene-LOC106786447	LOC106786447	130	136	164	131	95	74	71	91	64	58
gene-LOC106786448	LOC106786448	30	10	26	10	33	58	46	57	21	23
gene-LOC106786453	LOC106786453	0	0	0	0	0	1	2	1	0	0
gene-LOC106786451	LOC106786451	0	0	0	1	0	0	0	0	0	0
gene-LOC106786452	LOC106786452	0	0	0	0	0	0	3	0	0	0
gene-LOC106786508	LOC106786508	1	5	3	0	0	2	2	0	0	0
gene-LOC106786510	LOC106786510	168	192	168	141	127	88	108	52	120	121
gene-LOC106786511	LOC106786511	6	5	10	10	4	3	5	2	6	2
gene-LOC106786512	LOC106786512	8	7	11	14	1	1	3	3	3	4
gene-LOC106786536	LOC106786536	1	4	4	4	0	0	6	5	1	3
gene-LOC106786474	LOC106786474	5	11	5	6	10	16	14	17	21	24
gene-LOC106786468	LOC106786468	13	8	11	14	7	13	15	9	7	10
gene-LOC106786473	LOC106786473	9	10	9	21	11	4	10	9	7	8
gene-LOC106786471	LOC106786471	3	12	8	3	5	4	2	4	0	5
gene-LOC106786470	LOC106786470	17	18	16	8	18	12	10	9	36	11
gene-LOC106786469	LOC106786469	0	2	0	4	0	1	3	0	0	1
gene-LOC106786472	LOC106786472	42	37	65	37	128	107	101	100	141	121
gene-LOC106786478	LOC106786478	0	0	0	0	0	0	0	0	0	0
gene-LOC106786477	LOC106786477	106	88	135	125	155	140	120	147	141	151
gene-LOC106786475	LOC106786475	9	5	7	1	5	1	7	3	5	5
gene-LOC106786476	LOC106786476	1	1	0	0	2	1	0	2	6	2
gene-LOC106786479	LOC106786479	1	1	5	0	0	0	0	0	2	0
gene-LOC106786530	LOC106786530	1	1	0	0	1	1	3	0	0	0
gene-LOC106786455	LOC106786455	7	0	0	0	7	8	4	6	0	1
gene-LOC106786531	LOC106786531	0	1	2	4	4	1	0	4	0	1
gene-LOC106786493	LOC106786493	1	1	0	4	0	2	3	1	3	1
gene-LOC106786492	LOC106786492	53	69	34	51	15	1	37	6	18	12
gene-LOC106786491	LOC106786491	2	0	0	0	0	1	0	0	1	0
gene-LOC106786524	LOC106786524	0	1	2	0	3	1	1	3	5	6
gene-LOC106786523	LOC106786523	4	1	3	0	0	1	12	1	3	2
gene-LOC106786507	LOC106786507	0	0	0	1	0	0	0	0	0	1
gene-LOC106786503	LOC106786503	0	0	0	3	6	1	6	13	3	3
gene-LOC106786505	LOC106786505	25	10	18	26	42	25	20	31	23	23
gene-LOC106786456	LOC106786456	0	0	0	2	0	0	1	1	0	1
gene-LOC106786504	LOC106786504	0	0	2	0	2	1	0	3	0	2
gene-LOC106786457	LOC106786457	0	0	0	0	0	0	0	0	0	0
gene-LOC106786506	LOC106786506	0	0	0	0	0	0	0	0	0	0
gene-LOC106786458	LOC106786458	0	0	0	0	0	1	0	0	0	0
gene-LOC106786465	LOC106786465	0	0	0	0	0	0	0	0	0	1
gene-LOC106786459	LOC106786459	0	0	0	0	0	0	0	0	0	0
gene-LOC106786495	LOC106786495	41	36	54	42	69	39	36	67	125	36
gene-LOC106786496	LOC106786496	5	11	12	11	12	7	10	12	8	12
gene-LOC106786497	LOC106786497	13	17	12	26	21	16	24	9	46	18
gene-LOC106786545	LOC106786545	0	0	0	0	0	0	0	0	0	0
gene-LOC106786528	LOC106786528	11	11	32	16	42	33	38	29	45	35
gene-LOC106786529	LOC106786529	242	238	347	255	723	750	631	725	723	571
gene-LOC106786480	LOC106786480	8	2	6	4	5	0	24	0	16	9
gene-LOC106786481	LOC106786481	4	13	5	2	8	0	25	0	5	5
gene-LOC106786482	LOC106786482	219	162	233	199	850	725	577	791	810	542
gene-LOC106786525	LOC106786525	5	6	3	11	10	2	22	3	8	12
gene-LOC106786467	LOC106786467	0	0	0	0	0	0	0	0	0	0
gene-LOC106786514	LOC106786514	0	0	1	4	0	0	0	1	0	3
gene-LOC106786513	LOC106786513	0	0	0	3	8	0	3	1	1	1
gene-LOC106786532	LOC106786532	1	0	0	2	9	3	4	3	5	1
gene-LOC106786460	LOC106786460	0	0	0	0	3	0	0	2	1	0
gene-LOC106786466	LOC106786466	0	0	0	0	0	0	0	0	1	0
gene-LOC106786461	LOC106786461	0	0	0	0	0	0	0	0	0	0
gene-LOC106786540	LOC106786540	58	67	90	99	6	1	8	7	11	9
gene-LOC106786542	LOC106786542	32	22	28	25	57	40	51	43	68	39
gene-LOC106786485	LOC106786485	0	9	7	2	0	0	0	0	0	1
gene-LOC106786484	LOC106786484	19	20	29	8	9	20	6	6	16	3
gene-LOC106786483	LOC106786483	14	13	14	13	11	6	17	7	38	19
gene-LOC106786488	LOC106786488	5	14	13	4	15	12	14	19	19	14
gene-LOC106786490	LOC106786490	1	0	0	0	1	0	1	0	0	0
gene-LOC106786489	LOC106786489	0	0	0	0	5	0	0	1	0	2
gene-LOC106786486	LOC106786486	0	0	1	0	2	0	1	0	0	0
gene-LOC106786534	LOC106786534	0	2	0	0	1	0	3	0	1	1
gene-LOC106786538	LOC106786538	0	0	5	2	3	2	3	1	0	0
gene-LOC106786501	LOC106786501	48	37	43	45	59	50	59	74	91	44
gene-LOC106786499	LOC106786499	3	0	1	12	8	9	9	15	6	14
gene-LOC106786500	LOC106786500	8	5	9	4	12	7	12	5	12	14
gene-LOC106786463	LOC106786463	0	0	0	0	0	1	0	0	0	0
gene-LOC106786462	LOC106786462	0	0	0	1	0	0	0	0	0	0
gene-LOC106786546	LOC106786546	4	7	10	4	0	0	0	0	0	0
gene-LOC106786544	LOC106786544	0	0	0	0	1	0	0	0	0	0
gene-LOC106786464	LOC106786464	0	0	0	0	0	0	0	0	0	0
gene-LOC106786533	LOC106786533	0	3	0	0	3	1	2	0	0	0
gene-LOC106786537	LOC106786537	0	1	0	0	2	0	4	0	0	0
gene-LOC106786516	LOC106786516	4	9	13	12	18	9	20	15	10	13
gene-LOC106786515	LOC106786515	239	260	222	220	295	187	264	282	305	217
gene-LOC106786527	LOC106786527	2	1	0	0	0	0	3	0	1	1
gene-LOC106786539	LOC106786539	0	0	0	1	0	0	0	3	0	2
gene-LOC106786543	LOC106786543	0	0	0	0	0	0	1	0	0	0
gene-LOC106786519	LOC106786519	3	6	1	10	1	3	3	0	4	0
gene-LOC106786520	LOC106786520	2	2	5	1	2	1	0	0	0	0
gene-LOC106786521	LOC106786521	0	0	0	0	0	0	1	0	0	1
gene-LOC106786522	LOC106786522	0	0	0	0	0	0	0	0	0	0
gene-LOC106786517	LOC106786517	8	7	16	12	7	9	13	1	29	10
gene-LOC106786553	LOC106786553	0	0	0	0	0	0	0	0	0	0
gene-LOC106786551	LOC106786551	0	0	0	0	1	0	1	0	0	0
gene-Trnas-gga	Trnas-gga	0	0	0	0	0	0	0	0	0	0
gene-LOC106786547	LOC106786547	0	0	0	0	0	0	3	0	1	0
gene-LOC106786550	LOC106786550	0	0	0	0	0	0	0	0	0	0
gene-LOC106786549	LOC106786549	0	0	0	0	0	0	0	0	0	0
gene-LOC106786552	LOC106786552	0	0	0	0	0	2	0	1	0	0
gene-LOC106786572	LOC106786572	0	2	3	0	3	0	4	0	2	1
gene-LOC106786574	LOC106786574	0	0	0	0	0	0	0	0	0	0
gene-LOC106786573	LOC106786573	1	0	1	0	2	1	0	2	8	0
gene-LOC106786555	LOC106786555	0	0	0	0	0	0	0	0	0	0
gene-LOC106786592	LOC106786592	0	0	0	0	0	0	0	0	0	0
gene-LOC106786593	LOC106786593	0	0	0	0	0	0	0	0	0	0
gene-LOC106786591	LOC106786591	1	5	5	5	1	4	2	2	1	1
gene-LOC106786594	LOC106786594	0	0	0	0	0	0	1	0	0	0
gene-LOC106786584	LOC106786584	0	1	4	3	0	0	1	1	0	0
gene-LOC106786585	LOC106786585	0	6	1	3	0	0	0	0	1	0
gene-LOC106786583	LOC106786583	13	15	8	9	3	6	3	0	3	1
gene-LOC106786576	LOC106786576	4	3	6	4	6	1	9	2	15	3
gene-LOC106786575	LOC106786575	9	5	15	2	24	11	20	25	57	18
gene-LOC106786567	LOC106786567	0	7	4	2	4	2	4	0	7	1
gene-LOC106786568	LOC106786568	10	5	4	11	10	6	6	9	1	4
gene-LOC106786570	LOC106786570	2	6	1	3	2	1	6	1	3	0
gene-LOC106786566	LOC106786566	1	0	1	0	1	2	0	4	5	0
gene-LOC106786569	LOC106786569	0	2	0	0	1	0	1	1	0	1
gene-LOC106786571	LOC106786571	1	0	4	2	3	5	2	4	5	4
gene-LOC106786588	LOC106786588	312	263	249	236	480	407	290	274	386	505
gene-LOC106786587	LOC106786587	40	49	37	31	47	56	75	45	80	58
gene-LOC106786557	LOC106786557	9	23	30	20	0	1	1	0	0	0
gene-LOC106786559	LOC106786559	245	172	282	214	19	1	28	6	26	38
gene-LOC106786560	LOC106786560	0	1	0	0	1	2	0	1	0	0
gene-LOC106786556	LOC106786556	2	2	4	5	6	1	5	0	6	2
gene-LOC106786563	LOC106786563	0	3	0	1	5	2	0	0	4	0
gene-LOC106786562	LOC106786562	1	0	5	0	2	1	0	0	0	0
gene-LOC106786564	LOC106786564	4	9	8	5	4	3	13	2	3	4
gene-LOC106786565	LOC106786565	571	680	836	760	1086	608	754	643	1740	1178
gene-LOC106786561	LOC106786561	10	19	10	6	24	7	30	5	18	18
gene-LOC106786554	LOC106786554	6	20	54	34	88	66	31	44	63	87
gene-LOC106786589	LOC106786589	0	0	0	0	2	0	1	0	1	0
gene-LOC106786590	LOC106786590	3	0	1	0	1	1	6	0	0	0
gene-LOC106786582	LOC106786582	0	2	10	9	2	7	5	8	2	0
gene-LOC106786580	LOC106786580	27	14	22	15	2	5	4	1	3	4
gene-LOC106786578	LOC106786578	1	3	0	0	2	1	16	2	4	0
gene-LOC106786581	LOC106786581	229	298	372	441	388	291	414	314	393	406
gene-LOC106786579	LOC106786579	32	39	37	27	30	12	22	25	20	16
gene-LOC106786577	LOC106786577	33	45	45	67	48	28	58	35	26	35
gene-LOC106786600	LOC106786600	0	0	0	0	0	0	0	0	3	0
gene-LOC106786599	LOC106786599	27	5	24	27	39	21	30	22	46	27
gene-LOC106786601	LOC106786601	8	4	5	0	9	4	5	5	13	9
gene-LOC106786596	LOC106786596	1	3	1	1	2	0	1	0	1	2
gene-LOC106786595	LOC106786595	1	2	2	3	3	4	6	6	9	5
gene-LOC106786597	LOC106786597	0	0	5	2	0	1	1	0	1	0
gene-LOC106786598	LOC106786598	0	0	0	0	1	0	0	0	1	0
gene-LOC106786625	LOC106786625	1	0	1	2	0	0	0	1	0	0
gene-Trnah-gug-2	Trnah-gug	0	0	0	0	0	0	0	0	0	0
gene-LOC106786610	LOC106786610	1	0	2	3	2	2	0	0	4	2
gene-LOC106786612	LOC106786612	1	0	0	0	0	0	1	2	2	4
gene-LOC106786611	LOC106786611	8	4	15	4	6	2	4	3	10	5
gene-LOC106786613	LOC106786613	3	7	3	0	0	0	1	0	0	3
gene-LOC106786629	LOC106786629	0	0	1	0	1	0	2	0	0	0
gene-LOC106786620	LOC106786620	22	20	13	7	10	20	13	1	32	13
gene-LOC106786626	LOC106786626	2	2	2	0	1	0	4	0	4	3
gene-LOC106786602	LOC106786602	0	0	0	0	0	0	0	0	0	0
gene-LOC106786604	LOC106786604	0	0	0	0	0	0	0	0	0	0
gene-LOC106786627	LOC106786627	29	27	6	12	4	4	3	1	14	6
gene-LOC106786615	LOC106786615	15	29	15	21	35	9	17	17	58	17
gene-LOC106786617	LOC106786617	6	5	2	6	0	0	0	0	0	2
gene-LOC106786616	LOC106786616	79	70	66	78	0	0	0	0	1	2
gene-LOC106786618	LOC106786618	2	0	3	3	0	0	1	0	0	0
gene-LOC106786619	LOC106786619	0	0	0	2	3	0	4	0	5	1
gene-LOC106786628	LOC106786628	0	1	0	2	0	0	2	0	1	0
gene-LOC106786614	LOC106786614	18	11	10	12	21	0	18	0	10	11
gene-LOC106786631	LOC106786631	0	0	0	0	0	0	2	1	0	0
gene-LOC106786606	LOC106786606	0	0	0	0	0	0	0	0	0	0
gene-LOC106786608	LOC106786608	11	10	16	17	14	6	5	1	13	10
gene-LOC106786609	LOC106786609	3	0	6	8	3	2	2	0	2	3
gene-LOC106786607	LOC106786607	0	0	2	0	0	0	0	0	0	0
gene-LOC106786621	LOC106786621	6	2	3	3	3	3	7	1	9	4
gene-LOC106786624	LOC106786624	322	296	344	265	373	261	375	297	402	327
gene-LOC106786623	LOC106786623	0	0	0	0	0	0	0	0	1	0
gene-LOC106786632	LOC106786632	0	0	0	0	2	0	0	0	0	0
gene-LOC106786603	LOC106786603	0	0	0	0	0	0	0	0	0	0
gene-LOC106786630	LOC106786630	0	0	0	0	0	0	0	0	0	0
gene-LOC106786682	LOC106786682	0	0	0	0	0	0	0	0	0	0
gene-LOC106786684	LOC106786684	0	0	0	0	0	0	1	0	0	0
gene-LOC106786656	LOC106786656	0	0	0	0	2	6	1	0	11	2
gene-LOC106786664	LOC106786664	0	0	0	0	0	0	0	0	0	0
gene-LOC106786665	LOC106786665	0	0	0	0	0	0	0	2	0	0
gene-LOC106786662	LOC106786662	2	0	0	0	0	0	0	0	2	0
gene-LOC106786666	LOC106786666	0	1	0	0	1	1	3	2	11	4
