Geneid	gene_name	SRR1519110_1Aligned.sortedByCoord.out.bam	SRR1519115_1Aligned.sortedByCoord.out.bam	SRR1519117_1Aligned.sortedByCoord.out.bam	SRR1519112_1Aligned.sortedByCoord.out.bam	SRR1519109_1Aligned.sortedByCoord.out.bam	SRR1519111_1Aligned.sortedByCoord.out.bam	SRR1519116_1Aligned.sortedByCoord.out.bam	SRR1519108_1Aligned.sortedByCoord.out.bam	SRR1519113_1Aligned.sortedByCoord.out.bam	SRR1519114_1Aligned.sortedByCoord.out.bam
gene-LOC106787492	LOC106787492	479	140	478	361	435	490	480	252	120	213
gene-LOC106787490	LOC106787490	166	77	241	188	167	206	181	138	90	144
gene-LOC106787488	LOC106787488	5112	3551	4370	5036	6031	7269	4798	2545	2719	2944
gene-LOC106787487	LOC106787487	32	112	49	29	66	79	37	20	51	26
gene-LOC106787536	LOC106787536	0	151	3	3	3	1	0	227	125	225
gene-LOC106787531	LOC106787531	3487	1267	2999	2547	3060	3469	3390	1504	1138	1678
gene-LOC106787519	LOC106787519	277	113	425	333	289	367	291	163	132	188
gene-LOC106787518	LOC106787518	757	818	643	827	658	754	548	516	663	705
gene-LOC106787517	LOC106787517	831	404	686	575	705	897	832	427	366	495
gene-LOC106787498	LOC106787498	51	61	64	69	77	75	22	95	102	137
gene-LOC106787515	LOC106787515	898	341	988	688	866	944	814	566	378	589
gene-LOC106787529	LOC106787529	487	217	296	339	279	576	298	302	271	379
gene-LOC106787520	LOC106787520	534	164	432	484	389	694	407	298	154	215
gene-LOC106787523	LOC106787523	369	207	544	496	513	462	403	340	247	364
gene-LOC106787522	LOC106787522	1455	714	2370	1533	1381	1833	1630	625	698	732
gene-LOC106787524	LOC106787524	10	7	6	3	10	4	9	9	13	9
gene-LOC106787535	LOC106787535	2837	1103	3562	2551	2916	3266	3356	1166	1210	1475
gene-LOC106787526	LOC106787526	121	229	319	188	158	144	76	308	206	228
gene-LOC106787527	LOC106787527	8382	4025	7102	6732	7573	8003	8660	3926	3940	4668
gene-LOC106787528	LOC106787528	1910	570	635	641	1601	1461	1270	551	512	751
gene-LOC106787514	LOC106787514	605	225	504	445	492	611	488	251	221	256
gene-LOC106787513	LOC106787513	829	160	1029	494	587	821	594	284	219	440
gene-LOC106787509	LOC106787509	4650	2487	4557	4195	3826	4882	3787	1652	1588	1994
gene-LOC106787532	LOC106787532	153	93	172	114	143	184	133	136	66	141
gene-LOC106787533	LOC106787533	1593	569	669	722	1611	1181	1488	792	772	1135
gene-LOC106787525	LOC106787525	2795	979	1793	1636	2063	2776	2213	1027	926	1116
gene-LOC106787534	LOC106787534	533	170	351	389	412	567	450	232	248	293
gene-LOC106787510	LOC106787510	3064	1628	3557	2360	2689	3404	2748	1046	1398	1259
gene-LOC106787512	LOC106787512	2638	1560	2306	2254	2521	2948	2734	1451	1674	1764
gene-LOC106787511	LOC106787511	923	589	737	791	835	1078	851	491	521	589
gene-LOC106787499	LOC106787499	9987	3842	7167	6819	7452	9326	7305	3749	3313	4070
gene-LOC106787501	LOC106787501	27437	9327	14455	22736	30978	29476	15842	11683	12023	14815
gene-LOC106787500	LOC106787500	7329	790	3534	7913	8217	6662	3668	2803	1776	2646
gene-LOC106787502	LOC106787502	251	121	227	187	202	267	225	75	73	100
gene-LOC106787505	LOC106787505	36	12	22	27	23	40	28	16	13	14
gene-LOC106787504	LOC106787504	81	89	147	93	79	129	76	90	66	87
gene-LOC106787503	LOC106787503	673	378	615	546	676	782	615	352	249	436
gene-LOC106787506	LOC106787506	1277	531	1107	943	1177	1232	1432	635	499	747
gene-LOC106787508	LOC106787508	1206	693	1012	910	976	1619	928	600	633	613
gene-LOC106787507	LOC106787507	447	81	26	16	155	236	513	23	169	137
gene-LOC106787553	LOC106787553	97	28	82	73	58	89	103	26	25	31
gene-LOC106787545	LOC106787545	1294	623	1002	843	977	1041	981	516	488	529
gene-LOC106787546	LOC106787546	12965	1334	3240	2573	8470	5268	11164	2799	2283	2846
gene-LOC106787547	LOC106787547	545	282	276	278	409	542	194	314	197	214
gene-LOC106787550	LOC106787550	9	2	7	4	4	8	6	0	0	0
gene-LOC106787549	LOC106787549	432	143	347	330	338	438	437	149	131	174
gene-LOC106787537	LOC106787537	4	3	2	1	2	4	0	1	3	1
gene-LOC106787538	LOC106787538	0	0	0	0	0	0	0	0	0	0
gene-LOC106787551	LOC106787551	247	190	421	300	408	400	223	252	215	282
gene-LOC106787552	LOC106787552	538	270	686	599	571	671	588	260	263	332
gene-LOC106787543	LOC106787543	191	204	259	212	171	196	192	232	145	201
gene-LOC106787544	LOC106787544	100	103	102	118	135	120	113	123	140	170
gene-LOC106787542	LOC106787542	5274	3142	8062	4633	4524	6321	4297	2222	2050	2335
gene-LOC106787540	LOC106787540	1	1	0	2	2	1	1	3	1	0
gene-LOC106787541	LOC106787541	4144	1380	4261	3227	3145	4572	3715	1339	1116	1291
gene-LOC106787560	LOC106787560	1037	201	943	428	643	890	526	231	164	299
gene-LOC106787562	LOC106787562	505	234	440	410	381	591	493	229	233	296
gene-LOC106787561	LOC106787561	756	266	1104	674	831	837	914	395	309	353
gene-LOC106787563	LOC106787563	2	0	4	1	1	2	1	0	0	0
gene-LOC106787555	LOC106787555	2	1	6	3	4	11	3	0	3	1
gene-LOC106787557	LOC106787557	1482	884	2337	1624	1378	1931	1646	777	825	794
gene-LOC106787558	LOC106787558	2002	633	1012	1104	1428	1895	1772	652	826	864
gene-LOC106787564	LOC106787564	24	9	2	8	5	18	12	15	4	4
gene-LOC106787565	LOC106787565	55	3	15	33	26	70	24	11	9	11
gene-LOC106787554	LOC106787554	59	95	84	67	62	81	26	107	140	178
gene-LOC106787566	LOC106787566	778	212	169	153	457	501	453	276	196	271
gene-LOC106787556	LOC106787556	2276	998	3169	2601	2101	2718	2297	934	872	891
gene-LOC106787579	LOC106787579	2934	1229	1882	2004	3302	3159	3188	1555	2007	2791
gene-LOC106787578	LOC106787578	262	121	274	194	167	283	209	164	160	201
gene-LOC106787575	LOC106787575	154	59	5	18	68	40	53	262	64	99
gene-LOC106787577	LOC106787577	1513	875	583	722	997	1130	706	1894	1281	1110
gene-LOC106787576	LOC106787576	231	212	387	279	333	315	216	176	218	248
gene-LOC106787580	LOC106787580	23	13	88	45	62	31	52	23	39	35
gene-LOC106787567	LOC106787567	22	2	35	15	13	18	20	6	5	12
gene-LOC106787574	LOC106787574	2064	580	1840	1250	1266	1938	1793	601	669	650
gene-LOC106787573	LOC106787573	164	37	178	123	101	189	151	43	71	56
gene-LOC106787568	LOC106787568	2918	2752	4837	3714	3169	4452	3764	2117	2107	2415
gene-LOC106787570	LOC106787570	1083	205	572	599	901	870	914	533	268	399
gene-LOC106787569	LOC106787569	9088	3503	10169	6372	8338	7585	9477	2653	3111	2834
gene-LOC106787572	LOC106787572	37	9	48	33	30	46	36	30	20	21
gene-LOC106787571	LOC106787571	2001	1138	1564	1727	2074	2047	1990	1070	1029	1353
gene-LOC106787585	LOC106787585	351	240	256	279	387	381	337	181	157	187
gene-LOC106787614	LOC106787614	15	168	55	53	61	72	7	146	174	131
gene-LOC106787584	LOC106787584	390	143	399	320	309	406	366	242	188	233
gene-LOC106787610	LOC106787610	1466	637	1119	1167	1235	1455	1200	631	681	893
gene-LOC106787595	LOC106787595	23	37	55	33	36	25	42	38	34	76
gene-LOC106787597	LOC106787597	142	79	133	150	161	145	88	148	122	171
gene-LOC106787593	LOC106787593	1601	838	1222	967	1119	1660	1198	950	737	970
gene-LOC106787596	LOC106787596	488	188	499	292	440	375	283	182	187	254
gene-Trnat-agu-3	Trnat-agu	0	0	0	0	0	0	0	0	0	0
gene-Trnac-gca-4	Trnac-gca	0	0	0	0	0	0	0	0	0	0
gene-LOC106787609	LOC106787609	428	287	433	333	438	457	480	206	187	275
gene-LOC106787586	LOC106787586	19	46	28	3	529	341	609	21	52	167
gene-LOC106787608	LOC106787608	175	113	219	142	92	202	143	97	53	136
gene-LOC106787603	LOC106787603	7	2	3	2	1	7	0	4	2	13
gene-LOC106787602	LOC106787602	412	244	284	299	349	428	424	163	313	200
gene-LOC106787604	LOC106787604	105	99	119	81	69	100	154	67	95	38
gene-LOC106787605	LOC106787605	3	1	4	1	6	19	7	1	11	6
gene-LOC106787606	LOC106787606	35	5	8	0	2	3	30	0	8	6
gene-LOC106787612	LOC106787612	121	20	10	7	59	114	158	16	60	48
gene-LOC106787581	LOC106787581	28	6	2	1	9	29	34	6	11	6
gene-LOC106787613	LOC106787613	176	90	224	153	154	189	205	78	68	90
gene-LOC106787601	LOC106787601	699	201	708	601	612	670	826	363	313	373
gene-LOC106787600	LOC106787600	310	227	279	292	302	307	300	251	296	306
gene-LOC106787583	LOC106787583	3888	970	892	1391	2059	2518	3577	1596	1013	1457
gene-LOC106787598	LOC106787598	401	224	208	352	372	559	268	330	277	312
gene-LOC106787607	LOC106787607	42707	5479	4452	5826	36580	29170	14124	16223	12642	17040
gene-LOC106787588	LOC106787588	6898	1942	6796	4029	4989	7507	4873	2586	2072	1881
gene-LOC106787615	LOC106787615	25	5	7	10	14	28	21	7	17	4
gene-LOC106787587	LOC106787587	6	0	2	2	3	15	5	1	7	2
gene-LOC106787591	LOC106787591	898	302	879	700	836	877	1048	350	379	425
gene-LOC106787590	LOC106787590	1140	921	1758	1488	1014	1731	1070	657	709	715
gene-LOC106787592	LOC106787592	2	3	5	2	5	2	4	0	0	1
gene-LOC106787620	LOC106787620	6	0	7	2	1	5	1	0	0	6
gene-LOC106787643	LOC106787643	164	32	91	43	94	70	113	30	36	36
gene-LOC106787638	LOC106787638	2	10	0	0	0	0	4	0	1	1
gene-LOC106787636	LOC106787636	322	137	208	205	290	367	309	131	130	183
gene-LOC106787639	LOC106787639	796	385	1280	917	965	1014	766	452	507	563
gene-LOC106787623	LOC106787623	6988	2516	8178	5331	5723	6978	5912	2629	2211	2653
gene-LOC106787625	LOC106787625	2	0	8	3	1	0	5	0	0	1
gene-LOC106787632	LOC106787632	523	139	495	388	483	542	586	188	146	261
gene-LOC106787631	LOC106787631	72	79	161	83	62	105	61	90	62	107
gene-LOC106787630	LOC106787630	59	38	77	73	40	87	826	42	40	32
gene-LOC106787616	LOC106787616	17	54	25	21	8	24	24	47	34	61
gene-LOC106787633	LOC106787633	495	308	161	153	304	242	417	119	439	847
gene-LOC106787628	LOC106787628	12578	7323	16528	11066	13828	13979	12808	6101	7236	6929
gene-LOC106787635	LOC106787635	2528	1047	2006	1736	2032	2405	1685	979	891	1037
gene-LOC106787644	LOC106787644	5	11	21	27	13	13	14	13	14	14
gene-LOC106787621	LOC106787621	2207	1994	3194	2548	2060	2895	2367	1453	1317	1719
gene-LOC106787622	LOC106787622	853	464	1091	1732	660	902	653	380	643	546
gene-LOC106787642	LOC106787642	28	8	12	17	21	39	19	18	22	8
gene-LOC106787641	LOC106787641	8	5	9	3	54	49	159	6	1	28
gene-LOC106787618	LOC106787618	0	0	0	0	0	0	0	0	0	0
gene-LOC106787627	LOC106787627	32	5	14	17	37	42	23	21	5	15
gene-LOC106787626	LOC106787626	595	468	205	472	724	941	700	339	558	518
gene-LOC106787640	LOC106787640	25	13	27	23	14	26	23	11	18	15
gene-LOC106787619	LOC106787619	0	0	0	1	0	0	1	0	0	0
gene-LOC106787634	LOC106787634	4799	2510	5318	3910	4261	6324	3731	1706	1839	1948
gene-LOC106787671	LOC106787671	229	77	279	187	138	272	184	87	65	115
gene-LOC106787668	LOC106787668	70	22	88	73	53	101	94	34	29	44
gene-LOC106787669	LOC106787669	349	86	365	289	338	327	374	151	88	130
gene-LOC106787666	LOC106787666	757	296	864	660	507	975	638	397	273	388
gene-LOC106787674	LOC106787674	2000	360	1073	1470	1742	1260	892	1457	797	1354
gene-LOC106787678	LOC106787678	2	1	1	4	3	0	2	5	0	3
gene-LOC106787679	LOC106787679	50	11	63	34	60	52	45	44	17	18
gene-LOC106787676	LOC106787676	136	24	125	81	113	136	89	76	40	71
gene-LOC106787673	LOC106787673	693	283	496	461	576	665	833	411	303	334
gene-LOC106787677	LOC106787677	104	26	31	46	67	74	59	36	24	45
gene-LOC106787648	LOC106787648	34	3	5	0	12	25	24	4	11	6
gene-LOC106787667	LOC106787667	659	156	340	347	456	666	437	224	143	226
gene-LOC106787649	LOC106787649	10	0	1	1	8	1	3	9	4	0
gene-LOC106787675	LOC106787675	705	142	198	376	432	498	525	286	200	295
gene-LOC106787664	LOC106787664	1222	440	712	1110	1011	1170	1115	542	559	649
gene-LOC106787665	LOC106787665	1318	767	1053	955	1185	1284	1043	806	667	938
gene-LOC106787653	LOC106787653	483	458	353	374	497	474	498	435	432	616
gene-LOC106787655	LOC106787655	230	167	336	258	193	256	249	210	110	163
gene-LOC106787650	LOC106787650	596	667	730	607	672	882	483	624	591	669
gene-LOC106787654	LOC106787654	101	50	142	124	134	121	112	69	60	104
gene-LOC106787651	LOC106787651	492	338	859	515	503	657	585	346	269	429
gene-LOC106787646	LOC106787646	0	0	0	0	0	1	0	0	0	0
gene-LOC106787659	LOC106787659	74	78	253	81	80	104	79	137	73	153
gene-LOC106787647	LOC106787647	1	0	0	0	0	0	0	0	0	0
gene-LOC106787658	LOC106787658	112	67	293	162	173	178	122	104	79	135
gene-LOC106787656	LOC106787656	11635	6291	5161	11055	12882	16146	9123	7811	7116	8810
gene-LOC106787663	LOC106787663	13	1	8	11	8	9	17	14	4	7
gene-LOC106787657	LOC106787657	0	4	1	0	3	3	0	3	18	5
gene-LOC106787662	LOC106787662	74	12	99	50	78	72	98	101	28	54
gene-LOC106787660	LOC106787660	189	29	230	144	122	191	192	163	44	73
gene-LOC106787672	LOC106787672	2364	521	1735	1163	1449	2034	1906	658	466	729
gene-LOC106787682	LOC106787682	1	4	12	4	3	15	5	0	15	3
gene-LOC106787689	LOC106787689	231	104	215	249	186	295	211	157	108	115
gene-LOC106787690	LOC106787690	95	114	162	151	130	165	122	120	91	147
gene-LOC106787691	LOC106787691	83	98	102	94	80	120	75	115	112	94
gene-LOC106787680	LOC106787680	1	0	1	0	2	0	3	3	0	2
gene-LOC106787685	LOC106787685	1176	930	1112	961	1339	1264	1302	670	823	887
gene-LOC106787687	LOC106787687	908	591	1119	710	1331	735	715	782	469	594
gene-LOC106787681	LOC106787681	102	2	5	12	237	32	95	86	6	8
gene-LOC106787683	LOC106787683	586	678	642	602	594	719	622	448	648	432
gene-LOC106787684	LOC106787684	168	72	117	99	148	169	150	67	70	85
gene-LOC106787699	LOC106787699	4443	1345	3479	2126	3140	3870	3267	1817	1307	1773
gene-LOC106787712	LOC106787712	197	63	228	176	197	227	181	90	93	99
gene-LOC106787718	LOC106787718	741	275	728	462	782	699	688	301	266	417
gene-LOC106787719	LOC106787719	49	18	132	115	29	109	108	16	30	45
gene-LOC106787692	LOC106787692	3	0	1	1	2	6	10	4	2	2
gene-LOC106787696	LOC106787696	103	103	264	138	150	188	120	97	113	104
gene-LOC106787722	LOC106787722	233	210	338	266	325	351	233	266	180	238
gene-LOC106787695	LOC106787695	2121	462	1543	1351	1984	2229	2104	733	665	858
gene-LOC106787703	LOC106787703	750	184	500	394	449	726	634	277	269	247
gene-LOC106787693	LOC106787693	21	0	2	1	6	7	13	0	0	1
gene-LOC106787704	LOC106787704	938	661	1356	875	1067	997	981	886	689	966
gene-LOC106787715	LOC106787715	441	158	448	241	269	394	403	181	141	156
gene-LOC106787698	LOC106787698	0	2	4	1	2	4	0	8	1	2
gene-LOC106787697	LOC106787697	386	171	536	428	421	489	400	242	212	285
gene-LOC106787724	LOC106787724	74	14	31	26	55	48	202	15	35	31
gene-LOC106787721	LOC106787721	399	100	81	141	369	285	534	129	162	159
gene-LOC106787710	LOC106787710	458	427	668	607	581	631	464	475	495	445
gene-LOC106787720	LOC106787720	188	308	212	312	381	202	100	207	149	211
gene-LOC106787705	LOC106787705	737	459	651	599	650	891	794	351	430	490
gene-LOC106787706	LOC106787706	733	256	715	642	654	794	639	287	330	372
gene-LOC106787707	LOC106787707	1034	372	1194	820	1008	970	1223	387	341	547
gene-LOC106787708	LOC106787708	10	2	17	7	11	20	15	6	1	6
gene-LOC106787709	LOC106787709	6	1	2	0	4	0	1	0	1	0
gene-LOC106787723	LOC106787723	390	138	498	198	256	359	264	112	106	138
gene-LOC106787714	LOC106787714	1	2	11	2	5	5	4	11	9	6
gene-Trnam-cau-4	Trnam-cau	0	0	1	0	0	0	0	0	0	0
gene-LOC106787713	LOC106787713	269	129	527	319	316	377	314	156	142	182
gene-LOC106787716	LOC106787716	31	90	66	60	61	58	15	128	116	109
gene-LOC106787717	LOC106787717	580	506	637	630	691	690	682	396	477	620
gene-LOC106787701	LOC106787701	1502	902	1030	1077	1457	1570	1517	958	975	1127
gene-LOC106787702	LOC106787702	58	45	84	77	72	73	122	47	38	76
gene-LOC106787694	LOC106787694	5	0	2	1	1	4	1	13	5	0
gene-Trnae-uuc-2	Trnae-uuc	0	0	0	0	0	0	0	0	0	0
gene-LOC106787730	LOC106787730	985	675	1002	996	1071	1336	1090	559	533	595
gene-LOC106787731	LOC106787731	8	1	21	12	11	13	17	9	1	10
gene-LOC106787728	LOC106787728	944	327	1236	720	793	1075	842	429	351	357
gene-LOC106787729	LOC106787729	3	0	6	0	1	4	4	0	0	0
gene-LOC106787725	LOC106787725	0	0	0	0	0	0	0	0	0	0
gene-LOC106787726	LOC106787726	0	0	0	0	0	0	0	0	0	0
gene-LOC106787727	LOC106787727	0	0	0	0	1	1	0	0	0	0
gene-LOC106787732	LOC106787732	4	0	6	9	2	5	4	2	1	9
gene-LOC106787733	LOC106787733	0	0	2	2	0	0	1	0	4	0
gene-LOC106787743	LOC106787743	2027	545	1700	1297	1485	2004	1637	686	494	667
gene-LOC106787746	LOC106787746	438	213	503	477	492	558	446	327	193	266
gene-LOC106787744	LOC106787744	15	80	39	39	37	31	10	163	87	125
gene-LOC106787739	LOC106787739	5384	1471	6267	4375	4920	5878	6142	1947	1803	2127
gene-LOC106787734	LOC106787734	401	110	503	268	279	439	354	158	116	134
gene-LOC106787735	LOC106787735	4514	1069	4712	3100	3118	4338	3837	1255	917	1020
gene-LOC106787737	LOC106787737	8831	2696	5551	5384	6849	8888	6296	2838	2265	3229
gene-LOC106787738	LOC106787738	4161	2592	2456	3329	3985	3936	4692	3058	3124	3884
gene-LOC106787741	LOC106787741	162	174	196	172	190	202	165	151	119	125
gene-LOC106787742	LOC106787742	564	129	324	316	473	444	439	146	131	162
gene-LOC106787740	LOC106787740	849	458	974	842	925	969	892	541	512	617
gene-LOC106787736	LOC106787736	0	0	0	0	0	0	0	0	0	0
gene-LOC106787771	LOC106787771	1362	840	1339	1312	1328	1706	1290	852	837	939
gene-LOC106787748	LOC106787748	5550	2329	6906	3639	4285	6417	4558	2444	2003	2515
gene-LOC106787775	LOC106787775	1519	562	1076	1016	1334	1272	1500	713	615	673
gene-LOC106787753	LOC106787753	64879	17979	17000	33003	52501	53661	54772	33006	25518	28958
gene-LOC106787754	LOC106787754	1199	489	1879	1213	1088	1354	1288	393	497	538
gene-LOC106787752	LOC106787752	1391	653	1970	1308	1349	1714	1660	497	543	446
gene-LOC106787757	LOC106787757	4503	2018	7469	3924	3380	5316	4938	1798	1518	1946
gene-LOC106787782	LOC106787782	425	309	543	396	497	516	501	219	253	249
gene-LOC106787781	LOC106787781	1141	419	1356	1044	1129	1324	1283	507	371	611
gene-Trnat-agu-4	Trnat-agu	0	0	0	0	0	0	0	0	0	0
gene-Trnaa-agc-4	Trnaa-agc	0	0	0	0	0	0	0	0	0	0
gene-Trnap-cgg-2	Trnap-cgg	0	0	0	0	0	0	0	0	0	0
gene-LOC106787769	LOC106787769	2	0	0	0	11	14	0	0	0	0
gene-Trnap-agg	Trnap-agg	0	0	1	2	0	1	0	0	0	0
gene-LOC106787756	LOC106787756	1692	783	1077	1102	1684	1527	1031	943	720	932
gene-LOC106787755	LOC106787755	3410	1314	3122	2130	2638	3313	2826	1193	1041	1242
gene-LOC106787768	LOC106787768	2125	1039	1185	1206	1750	1783	1631	1132	982	1113
gene-LOC106787784	LOC106787784	261	354	583	511	449	521	254	359	415	436
gene-LOC106787765	LOC106787765	175	140	148	135	164	154	152	197	133	198
gene-LOC106787763	LOC106787763	1037	568	831	837	998	1102	950	586	534	656
gene-LOC106787764	LOC106787764	522	380	425	550	600	570	360	373	464	534
gene-LOC106787776	LOC106787776	99	42	188	69	60	94	75	42	23	53
gene-Trnav-aac-2	Trnav-aac	0	0	0	0	0	0	0	0	0	0
gene-Trnav-aac-3	Trnav-aac	0	0	0	0	0	0	0	0	0	0
gene-LOC106787777	LOC106787777	956	963	317	574	1213	1058	487	1282	1006	1645
gene-LOC106787747	LOC106787747	0	1	13	5	2	2	1	0	2	4
gene-LOC106787783	LOC106787783	137	137	208	162	130	186	125	189	137	179
gene-LOC106787767	LOC106787767	290	196	407	406	324	442	269	305	222	270
gene-LOC106787766	LOC106787766	1028	561	987	959	931	1062	998	558	637	610
gene-LOC106787780	LOC106787780	463	297	414	446	518	469	536	267	287	302
gene-LOC106787751	LOC106787751	117	186	327	232	221	266	114	175	195	210
gene-LOC106787750	LOC106787750	0	3	2	8	2	1	1	8	5	12
gene-LOC106787749	LOC106787749	5510	3144	6162	5650	5173	6410	6302	2323	2628	2655
gene-LOC106787779	LOC106787779	887	428	831	805	810	1042	1167	537	412	514
gene-LOC106787774	LOC106787774	3	8	14	16	15	16	5	16	13	15
gene-LOC106787772	LOC106787772	48	380	127	140	107	108	59	319	261	331
gene-LOC106787773	LOC106787773	12	0	9	8	5	12	12	9	3	12
gene-LOC106787761	LOC106787761	874	421	642	687	774	919	730	468	487	559
gene-LOC106787758	LOC106787758	2660	512	1934	1382	1875	3290	2365	653	629	1041
gene-LOC106787759	LOC106787759	159	136	399	314	272	334	203	220	193	227
gene-LOC106787762	LOC106787762	2	19	0	2	1	2	1	10	17	24
gene-LOC106787785	LOC106787785	11	0	3	0	2	0	2	1	0	0
gene-LOC106787820	LOC106787820	81	64	75	56	62	63	57	92	57	75
gene-LOC106787819	LOC106787819	656	341	633	532	550	616	719	263	335	318
gene-LOC106787817	LOC106787817	1176	390	1032	850	993	1165	1210	477	463	567
gene-LOC106787818	LOC106787818	8	2	5	4	14	2	8	3	1	1
gene-LOC106787803	LOC106787803	1926	694	1511	1488	1851	1904	1948	649	780	927
gene-LOC106787797	LOC106787797	3	15	0	5	3	6	1	16	16	1
gene-LOC106787792	LOC106787792	0	34	8	13	7	5	0	39	20	20
gene-LOC106787791	LOC106787791	93480	36241	45758	102305	107589	139790	58941	58534	59179	85907
gene-LOC106787790	LOC106787790	2172	88	131	147	843	209	271	2240	684	1122
gene-LOC106787793	LOC106787793	1077	344	925	801	927	949	1083	409	440	670
gene-LOC106787794	LOC106787794	634	366	798	637	656	836	966	320	386	367
gene-LOC106787795	LOC106787795	306	138	330	273	307	278	288	138	146	184
gene-LOC106787788	LOC106787788	404	252	566	422	425	479	478	309	279	320
gene-LOC106787796	LOC106787796	203	121	321	270	318	341	226	122	140	123
gene-LOC106787799	LOC106787799	4084	1222	3402	2995	3458	3797	3950	1674	1391	1731
gene-LOC106787823	LOC106787823	314	453	651	555	436	469	248	580	424	603
gene-LOC106787801	LOC106787801	138	169	290	231	178	230	62	213	194	235
gene-LOC106787802	LOC106787802	237	135	321	326	244	314	210	275	223	235
gene-LOC106787800	LOC106787800	2695	1786	1808	2083	2665	2730	2327	1573	1376	1767
gene-LOC106787821	LOC106787821	662	276	615	542	693	710	642	337	272	429
gene-LOC106787813	LOC106787813	4	3	7	4	4	3	4	12	3	1
gene-LOC106787812	LOC106787812	2363	863	2239	2013	2426	2853	2468	841	852	1291
gene-LOC106787814	LOC106787814	235	737	358	280	292	326	164	795	727	897
gene-LOC106787816	LOC106787816	438	251	529	476	474	563	401	266	223	270
gene-LOC106787805	LOC106787805	1755	573	2355	1467	1243	1912	1444	840	471	717
gene-LOC106787807	LOC106787807	253	69	437	299	320	315	333	160	110	150
gene-LOC106787809	LOC106787809	574	233	694	475	481	576	535	293	212	306
gene-LOC106787810	LOC106787810	437	456	733	503	590	685	559	345	294	327
gene-LOC106787808	LOC106787808	1622	579	1248	1003	1380	1667	1503	564	551	755
gene-LOC106787811	LOC106787811	3572	53	3	0	3122	204	67	4274	408	552
gene-LOC106787786	LOC106787786	1	7	6	1	7	1	1	6	8	12
gene-LOC106787804	LOC106787804	478	216	407	360	371	498	422	171	175	172
gene-LOC106787787	LOC106787787	8	1	6	10	2	7	7	0	0	3
gene-Trnan-guu-6	Trnan-guu	0	0	0	0	0	0	0	0	0	0
gene-LOC106787860	LOC106787860	20	3	8	9	8	21	19	8	14	10
gene-LOC106787824	LOC106787824	0	0	0	0	0	0	0	0	0	1
gene-LOC106787844	LOC106787844	518	310	477	447	545	570	496	380	305	505
gene-LOC106787845	LOC106787845	860	497	1025	856	890	1184	864	590	490	753
gene-LOC106787847	LOC106787847	411	180	313	327	346	401	361	205	179	265
gene-LOC106787846	LOC106787846	1032	706	1265	1119	922	1237	891	961	873	790
