Orthogroup	Apis_mellifera-longest-isoforms	Ceratina_australensis-longest-isoforms	Ceratina_calcarata-longest-isoforms	Megalopta_genalis-longest-isoforms
OG0002421	XP_006566594.1, XP_016770307.1, XP_026299584.1, XP_026299586.1	Caust.v2_000980		
OG0002422	XP_006566631.1, XP_016770494.1		XP_026668649.1, XP_026668650.1	XP_033342659.1
OG0002423	XP_006566679.1, XP_393747.1	Caust.v2_000785	XP_017882167.1	XP_033342511.1
OG0002424	XP_006566732.1, XP_026299715.1	Caust.v2_003857	XP_017890538.1	XP_033342227.1
OG0002425	XP_006566737.2		XP_026674536.1, XP_026674538.1, XP_026674541.1	XP_033334759.1
OG0002426	XP_006566798.2	Caust.v2_001420	XP_017878383.1	XP_033342347.1, XP_033342348.1
OG0002427	XP_006566805.1		XP_017879069.1, XP_017879071.1	XP_033342846.1, XP_033342849.1
OG0002428	XP_006566860.2, XP_395364.3	Caust.v2_002076	XP_026669731.1	XP_033322052.1
OG0002429	XP_006566872.1, XP_006566873.1	Caust.v2_015072	XP_017876187.1	XP_033330312.1
OG0002430	XP_006566940.1	Caust.v2_017599	XP_017879900.1, XP_017879901.1	XP_033331373.1
OG0002431	XP_006567023.2	Caust.v2_015113	XP_026669314.1	XP_033330041.1, XP_033330042.1
OG0002432	XP_006567234.1, XP_006567235.1, XP_006567236.1	Caust.v2_013907		XP_033327099.1
OG0002433	XP_006567242.1	Caust.v2_007905, Caust.v2_007907	XP_017893602.1, XP_026666846.1	
OG0002434	XP_006567413.1, XP_026298569.1	Caust.v2_000540	XP_017885553.1	XP_033325798.1
OG0002435	XP_006567452.1		XP_017882694.1, XP_017882702.1	XP_033333706.1, XP_033333718.1
OG0002436	XP_006567467.1	Caust.v2_002164, Caust.v2_004261	XP_017875015.1	XP_033333760.1
OG0002437	XP_006567526.1, XP_026298608.1, XP_394780.3			XP_033331787.1, XP_033331788.1
OG0002438	XP_006567646.2	Caust.v2_004258, Caust.v2_019524, Caust.v2_019818		XP_033333763.1
OG0002439	XP_006567715.1, XP_392381.3	Caust.v2_011391	XP_017890067.1	XP_033328261.1
OG0002440	XP_006567879.1	Caust.v2_006551, Caust.v2_015602	XP_017890243.1	XP_033328108.1
OG0002441	XP_006567900.1, XP_016767785.1	Caust.v2_009177, Caust.v2_020689		XP_033339270.1
OG0002442	XP_006567927.1	Caust.v2_006529, Caust.v2_010263, Caust.v2_021702	XP_026675017.1	
OG0002443	XP_006567932.1, XP_624292.1	Caust.v2_006532	XP_017891576.1	XP_033328176.1
OG0002444	XP_006567961.1, XP_006567962.1	Caust.v2_004977		XP_033339198.1, XP_033339202.1
OG0002445	XP_006567963.2, XP_006567964.2	Caust.v2_004974	XP_026670868.1	XP_033339109.1
OG0002446	XP_006567967.1, XP_006567968.1	Caust.v2_014297	XP_026668289.1	XP_033332751.1
OG0002447	XP_006567971.1, XP_624759.2	Caust.v2_014294, Caust.v2_021470		XP_033332749.1
OG0002448	XP_006568051.2	Caust.v2_004764	XP_017875267.2	XP_033323090.1, XP_033323091.1
OG0002449	XP_006568105.2, XP_016771367.2, XP_016771368.2	Caust.v2_018920		XP_033326409.1
OG0002450	XP_006568130.1, XP_006568133.1		XP_026668692.1, XP_026668693.1, XP_026668694.1	
OG0002451	XP_006568282.1	Caust.v2_003759, Caust.v2_017187	XP_017891742.1	XP_033321551.1
OG0002452	XP_006568315.2, XP_006570893.1	Caust.v2_003322	XP_017881016.1	XP_033328859.1
OG0002453	XP_006568372.3, XP_026297461.1	Caust.v2_003559, Caust.v2_016846		XP_033333475.1
OG0002454	XP_006568565.1, XP_395535.3	Caust.v2_001622	XP_026673688.1	XP_033327637.1
OG0002455	XP_006568582.1	Caust.v2_010738	XP_026675137.1	XP_033337666.1, XP_033337667.1
OG0002456	XP_006568628.1, XP_006568629.1	Caust.v2_010384		XP_033329431.1, XP_033329438.1
OG0002457	XP_006568633.1, XP_006568634.1	Caust.v2_010366	XP_017885195.1	XP_033331110.1
OG0002458	XP_006568635.1, XP_006568636.1	Caust.v2_010368, Caust.v2_019963		XP_033329332.1
OG0002459	XP_006568640.1, XP_006568641.1			XP_033328906.1, XP_033328916.1, XP_033328924.1
OG0002460	XP_006568660.1, XP_393070.4	Caust.v2_013718		XP_033329559.1, XP_033329569.1
OG0002461	XP_006568666.1, XP_623799.3	Caust.v2_002951	XP_017893493.1	XP_033331960.1
OG0002462	XP_006568810.1	Caust.v2_008802	XP_017883981.1, XP_026671265.1	XP_033342203.1
OG0002463	XP_006568813.2, XP_392189.5	Caust.v2_008809	XP_017883780.1	XP_033334183.1
OG0002464	XP_006568819.1	Caust.v2_008858, Caust.v2_021014	XP_017879180.1	XP_033334156.1
OG0002465	XP_006568821.1, XP_016766472.1	Caust.v2_005690	XP_017879183.1	XP_033321582.1
OG0002466	XP_006568831.2, XP_006568832.2	Caust.v2_008791	XP_017879256.1	XP_033341941.1
OG0002467	XP_006568996.1	Caust.v2_017122, Caust.v2_017123	XP_017883993.1	XP_033337078.1
OG0002468	XP_006569056.2	Caust.v2_020735	XP_026675607.1, XP_026675608.1	XP_033334209.1
OG0002469	XP_006569214.1	Caust.v2_006425	XP_017882709.1, XP_026670688.1	XP_033338287.1
OG0002470	XP_006569289.1, XP_392264.2	Caust.v2_012136	XP_026675193.1	XP_033323123.1
OG0002471	XP_006569311.1, XP_393560.4	Caust.v2_002706	XP_017890355.1	XP_033339135.1
OG0002472	XP_006569370.1, XP_396029.4	Caust.v2_005762	XP_026675062.1	XP_033336911.1
OG0002473	XP_006569389.1, XP_392666.3	Caust.v2_007237	XP_026668396.1	XP_033327133.1
OG0002474	XP_006569489.2	Caust.v2_020859	XP_026672341.1, XP_026672342.1	XP_033328473.1
OG0002475	XP_006569498.1, XP_016768691.1	Caust.v2_007720	XP_017885255.1	XP_033328421.1
OG0002476	XP_006569625.1	Caust.v2_006300	XP_017885948.1	XP_033331817.1, XP_033331818.1
OG0002477	XP_006569642.1, XP_016773430.1	Caust.v2_006290	XP_017885978.1	XP_033340637.1
OG0002478	XP_006569664.1, XP_006569666.1	Caust.v2_014642	XP_017885895.1	XP_033340331.1
OG0002479	XP_006569789.1, XP_623699.3	Caust.v2_000041	XP_017888907.1	XP_033337093.1
OG0002480	XP_006569964.1	Caust.v2_018617	XP_017880115.1, XP_026669373.1	XP_033322522.1
OG0002481	XP_006569965.2		XP_017880118.1, XP_026669374.1, XP_026669375.1	XP_033322523.1
OG0002482	XP_006570014.1	Caust.v2_013420	XP_017880214.1, XP_026669356.1	XP_033332540.1
OG0002483	XP_006570076.1	Caust.v2_012769	XP_026673143.1	XP_033340431.1, XP_033340434.1
OG0002484	XP_006570469.2, XP_396547.5	Caust.v2_002904	XP_017888310.1	XP_033342932.1
OG0002485	XP_006570497.1, XP_006570498.1, XP_006570499.1	Caust.v2_001361		XP_033342911.1
OG0002486	XP_006570532.1, XP_623897.1	Caust.v2_001414	XP_017878462.1	XP_033342386.1
OG0002487	XP_006570598.2	Caust.v2_007436	XP_017883290.1, XP_026670950.1	XP_033326907.1
OG0002488	XP_006570731.1		XP_017891256.1, XP_026674745.1	XP_033321092.1, XP_033321093.1
OG0002489	XP_006570768.1		XP_017876105.1, XP_017876106.1	XP_033341398.1, XP_033341399.1
OG0002490	XP_006570778.1	Caust.v2_000281	XP_017888214.1, XP_017888216.1	XP_033323087.1
OG0002491	XP_006570850.3, XP_026300188.1	Caust.v2_005902	XP_017888182.1	XP_033341426.1
OG0002492	XP_006570866.1, XP_623508.3	Caust.v2_012295	XP_026671284.1	XP_033328960.1
OG0002493	XP_006570884.1, XP_006570886.1, XP_016768951.1		XP_026669787.1	XP_033322970.1
OG0002494	XP_006570894.1, XP_006570895.1		XP_017881044.1, XP_026669802.1	XP_033323072.1
OG0002495	XP_006570939.2, XP_016768314.2	Caust.v2_005596	XP_017892747.1	XP_033330440.1
OG0002496	XP_006571000.1	Caust.v2_005338, Caust.v2_019361	XP_017886533.1	XP_033322797.1
OG0002497	XP_006571225.2, XP_624549.4	Caust.v2_008096		XP_033323065.1, XP_033323067.1
OG0002498	XP_006571338.2	Caust.v2_005492	XP_017882951.1	XP_033328532.1, XP_033328533.1
OG0002499	XP_006571384.2	Caust.v2_004127	XP_017875232.2	XP_033341499.1, XP_033341500.1
OG0002500	XP_006571445.1	Caust.v2_007317, Caust.v2_019004	XP_017889118.1	XP_033328648.1
OG0002501	XP_006571527.1		XP_017882967.1, XP_026670808.1	XP_033340085.1, XP_033340086.1
OG0002502	XP_006571541.1, XP_006571542.1		XP_017889265.1, XP_017889293.1, XP_017889307.1	
OG0002503	XP_006571560.1, XP_006571562.1	Caust.v2_013002	XP_017890735.1	XP_033329891.1
OG0002504	XP_006572020.1, XP_006572021.1	Caust.v2_014463	XP_017885162.1	XP_033328480.1
OG0002505	XP_006572054.1, XP_006572058.1, XP_026297474.1	Caust.v2_016355	XP_017883270.1	
OG0002506	XP_006572321.1, XP_006572322.1		XP_017877111.1	XP_033333808.1, XP_033333809.1
OG0002507	XP_006572407.1	Caust.v2_008191	XP_017881487.1, XP_026670033.1	XP_033329998.1
OG0002508	XP_016766228.1	Caust.v2_003758, Caust.v2_007312	XP_026674918.1	XP_033341250.1
OG0002509	XP_016766547.1	Caust.v2_001826	XP_026672399.1	XP_033321989.1, XP_033321990.1
OG0002510	XP_016766612.2, XP_016766613.2		XP_017885840.1, XP_017885850.1	XP_033326002.1
OG0002511	XP_016766719.1, XP_016766720.1, XP_016766723.1	Caust.v2_000342		XP_033322051.1
OG0002512	XP_016766757.2	Caust.v2_000189	XP_017892325.1	XP_033326311.1, XP_033326322.1
OG0002513	XP_016766776.1	Caust.v2_004763	XP_017875282.1	XP_033323192.1, XP_033323193.1
OG0002514	XP_016766852.1	Caust.v2_000129	XP_017893429.1, XP_026666769.1	XP_033323137.1
OG0002515	XP_016767058.2, XP_026300869.1	Caust.v2_005903		XP_033341427.1, XP_033341429.1
OG0002516	XP_016767147.2, XP_016767154.2	Caust.v2_005898	XP_017888240.1	XP_033341547.1
OG0002517	XP_016767194.1, XP_393288.2	Caust.v2_004420	XP_026670127.1	XP_033336760.1
OG0002518	XP_016767403.1	Caust.v2_007620, Caust.v2_007623		XP_033325300.1, XP_033325301.1
OG0002519	XP_016767489.1, XP_624278.2	Caust.v2_007742	XP_017876169.1	XP_033326139.1
OG0002520	XP_016767530.2	Caust.v2_006747	XP_017883091.1	XP_033328248.1, XP_033328249.1
OG0002521	XP_016767597.1	Caust.v2_003473	XP_017876228.1, XP_026667483.1	XP_033328214.1
OG0002522	XP_016767723.2	Caust.v2_020374	XP_017877838.2, XP_026668303.1	XP_033324380.1
OG0002523	XP_016767779.1, XP_625165.1		XP_026666878.1, XP_026666879.1	XP_033326267.1
OG0002524	XP_016767787.2	Caust.v2_017093	XP_017887620.1	XP_033340517.1, XP_033340518.1
OG0002525	XP_016767861.1, XP_026296445.1	Caust.v2_012565, Caust.v2_012567	XP_017879855.1	
OG0002526	XP_016768282.1	Caust.v2_013694	XP_017893033.1, XP_026666523.1	XP_033322764.1
OG0002527	XP_016768292.1, XP_396275.3	Caust.v2_005951	XP_017885284.1	XP_033343083.1
OG0002528	XP_016768377.1, XP_016768378.1	Caust.v2_010080	XP_026668156.1	XP_033322840.1
OG0002529	XP_016768398.1, XP_394861.4	Caust.v2_017802	XP_017875872.2	XP_033326893.1
OG0002530	XP_016768513.1	Caust.v2_002212	XP_017882389.1, XP_017882390.1, XP_026670513.1	
OG0002531	XP_016768514.1, XP_016768517.1	Caust.v2_002398	XP_026667523.1, XP_026667525.1	
OG0002532	XP_016768675.1, XP_624014.2	Caust.v2_013714	XP_017885227.1	XP_033329418.1
OG0002533	XP_016768683.1, XP_394666.3	Caust.v2_016028	XP_017885968.1	XP_033340376.1
OG0002534	XP_016768886.2	Caust.v2_001644	XP_017888813.1, XP_026673703.1, XP_026673706.1	
OG0002535	XP_016768899.2	Caust.v2_019657		XP_033327297.1, XP_033327298.1, XP_033327299.1
OG0002536	XP_016768956.2	Caust.v2_015989	XP_017882806.1	XP_033327373.1, XP_033327374.1
OG0002537	XP_016769004.1, XP_395348.2	Caust.v2_001478	XP_017890826.1	XP_033332606.1
OG0002538	XP_016769122.2		XP_026675398.1	XP_033322290.1, XP_033322298.1, XP_033322306.1
OG0002539	XP_016769191.1, XP_394755.4	Caust.v2_001637	XP_026673667.1	XP_033337650.1
OG0002540	XP_016769275.1, XP_016769276.1	Caust.v2_008876	XP_026668982.1, XP_026674226.1	
OG0002541	XP_016769279.1, XP_026298086.1	Caust.v2_002629	XP_026673172.1	XP_033327350.1
OG0002542	XP_016769472.1, XP_016769473.1		XP_017877461.1, XP_026668148.1	XP_033325797.1
OG0002543	XP_016769515.1, XP_016769516.1, XP_026298424.1	Caust.v2_001183		XP_033339176.1
OG0002544	XP_016769724.2, XP_026298998.1, XP_026298999.1, XP_026299162.1	Caust.v2_009153		
OG0002545	XP_016769771.1	Caust.v2_012521	XP_026670392.1, XP_026670393.1	XP_033340877.1
OG0002546	XP_016769825.1, XP_016769826.1	Caust.v2_006158	XP_017876501.1	XP_033325375.1
OG0002547	XP_016769925.1	Caust.v2_007141	XP_017891905.1, XP_026675189.1	XP_033331469.1
OG0002548	XP_016769932.1	Caust.v2_009127	XP_017886569.1, XP_017886612.1	XP_033341057.1
OG0002549	XP_016770156.2, XP_016770157.2, XP_394997.3	Caust.v2_012766		XP_033340437.1
OG0002550	XP_016770194.2, XP_016770195.2	Caust.v2_003829		XP_033342688.1, XP_033342689.1
OG0002551	XP_016770351.2	Caust.v2_012305, Caust.v2_020551, Caust.v2_020819		XP_033328913.1
OG0002552	XP_016770707.1		XP_017880362.1, XP_026669430.1	XP_033334641.1, XP_033334645.1
OG0002553	XP_016770711.2, XP_016770712.2		XP_017892912.1, XP_026666475.1	XP_033334666.1
OG0002554	XP_016770806.2	Caust.v2_003060	XP_017883954.1, XP_026666464.1	XP_033334491.1
OG0002555	XP_016770896.2	Caust.v2_005842, Caust.v2_017598	XP_017879918.1	XP_033331334.1
OG0002556	XP_016770906.1	Caust.v2_009314	XP_026669336.1	XP_033338404.1, XP_033338405.1
OG0002557	XP_016770931.1, XP_016770932.1, XP_016770936.1, XP_026300075.1		XP_017888675.1	
OG0002558	XP_016770987.1	Caust.v2_003190	XP_017876253.1, XP_026670965.1	XP_033322399.1
OG0002559	XP_016771036.1	Caust.v2_014545, Caust.v2_021070	XP_017875588.1	XP_033335449.1
OG0002560	XP_016771049.1, XP_396778.2	Caust.v2_012032, Caust.v2_019197		XP_033333172.1
OG0002561	XP_016771089.2		XP_017877184.1, XP_017877185.1, XP_026667945.1	XP_033335254.1
OG0002562	XP_016771426.1	Caust.v2_014322	XP_026675560.1	XP_033326430.1, XP_033326433.1
OG0002563	XP_016771436.2	Caust.v2_004732		XP_033339379.1, XP_033339384.1, XP_033339391.1
OG0002564	XP_016771528.2		XP_017888096.1, XP_017888097.1, XP_026673369.1	XP_033335912.1
OG0002565	XP_016771723.2		XP_017885882.1, XP_017885883.1, XP_026672319.1	XP_033331889.1
OG0002566	XP_016771788.1	Caust.v2_010277, Caust.v2_019278	XP_017884889.1	XP_033336230.1
OG0002567	XP_016771820.2	Caust.v2_006826	XP_017884745.1	XP_033333647.1, XP_033334675.1
OG0002568	XP_016771839.1	Caust.v2_007664	XP_017884436.1, XP_017884437.1	XP_033336551.1
OG0002569	XP_016771894.1, XP_397065.2	Caust.v2_008724	XP_026666632.1	XP_033331636.1
OG0002570	XP_016771904.2	Caust.v2_009788	XP_017888052.1	XP_033336402.1, XP_033336404.1
OG0002571	XP_016772010.2	Caust.v2_002286	XP_017889574.1	XP_033324841.1, XP_033324842.1
OG0002572	XP_016772018.1, XP_625010.3	Caust.v2_002301	XP_026674153.1	XP_033324643.1
OG0002573	XP_016772092.2, XP_395665.6	Caust.v2_005991, Caust.v2_021042	XP_017889354.1	
OG0002574	XP_016772178.1	Caust.v2_020347	XP_017889674.1	XP_033324913.1, XP_033324914.1
OG0002575	XP_016772437.2, XP_016772438.2	Caust.v2_005875	XP_017892680.1	XP_033332501.1
OG0002576	XP_016772483.1, XP_016772485.1, XP_026301540.1		XP_026675628.1	XP_033338849.1
OG0002577	XP_016772689.2, XP_026295547.1, XP_026295548.1, XP_026295553.1, XP_026295555.1			
OG0002578	XP_016772943.1	Caust.v2_011631, Caust.v2_011642	XP_017877047.1	XP_033341286.1
OG0002579	XP_016772970.1, XP_623603.1	Caust.v2_011911	XP_017888200.1	XP_033328970.1
OG0002580	XP_016772983.2, XP_016772985.2, XP_026301984.1			XP_033322933.1, XP_033322936.1
OG0002581	XP_016773003.2, XP_016773007.2, XP_026301753.1	Caust.v2_004913		XP_033336510.1
OG0002582	XP_016773012.1, XP_026295295.1	Caust.v2_021818	XP_017887330.1	XP_033321811.1
OG0002583	XP_016773304.2	Caust.v2_006827	XP_017884531.1, XP_026671783.1	XP_033331665.1
OG0002584	XP_016773380.1	Caust.v2_018411, Caust.v2_018861	XP_017883937.1	XP_033342108.1
OG0002585	XP_016773389.2, XP_016773390.2, XP_026299932.1	Caust.v2_012773		XP_033329192.1
OG0002586	XP_016773550.1	Caust.v2_010199	XP_017884278.1	XP_033342071.1, XP_033342074.1
OG0002587	XP_026294636.1, XP_026294637.1, XP_026294638.1	Caust.v2_003002	XP_026675389.1	
OG0002588	XP_026294695.1, XP_394354.4	Caust.v2_005716	XP_017879348.2	XP_033334139.1
OG0002589	XP_026294728.1	Caust.v2_005726, Caust.v2_008919, Caust.v2_020883		XP_033339914.1
OG0002590	XP_026294791.1	Caust.v2_003756	XP_026675018.1	XP_033321539.1, XP_033321540.1
OG0002591	XP_026294815.1	Caust.v2_003004	XP_026675406.1, XP_026675407.1, XP_026675408.1	
OG0002592	XP_026294878.1	Caust.v2_008859	XP_017879177.1, XP_017879178.1	XP_033322476.1
OG0002593	XP_026294891.1, XP_026294892.1, XP_026294893.1		XP_026667520.1	XP_033330635.1
OG0002594	XP_026294982.1	Caust.v2_011110, Caust.v2_019408, Caust.v2_019409, Caust.v2_021959		
OG0002595	XP_026295012.1	Caust.v2_005793	XP_017879352.1	XP_033341795.1, XP_033341796.1
OG0002596	XP_026295166.1		XP_017880845.1, XP_017880846.1, XP_017880847.1	XP_033326955.1
OG0002597	XP_026295200.1	Caust.v2_001798	XP_017882352.1, XP_026670478.1	XP_033321897.1
OG0002598	XP_026295255.1	Caust.v2_005356	XP_017875246.2, XP_026667032.1	XP_033323175.1
OG0002599	XP_026295301.1	Caust.v2_005512	XP_017889325.1	XP_033325276.1, XP_033325277.1
OG0002600	XP_026295316.1, XP_026295317.1	Caust.v2_010905, Caust.v2_017892		XP_033330499.1
OG0002601	XP_026295321.1, XP_026295322.1	Caust.v2_015476	XP_017887331.1	XP_033321805.1
OG0002602	XP_026295378.1, XP_026295379.1	Caust.v2_000618	XP_026670541.1	XP_033329870.1
OG0002603	XP_026295410.1	Caust.v2_012612, Caust.v2_018224	XP_026670582.1	XP_033329860.1
OG0002604	XP_026295413.1	Caust.v2_002141	XP_017887325.1	XP_033331197.1, XP_033331199.1
OG0002605	XP_026295498.1	Caust.v2_002153	XP_017887362.1, XP_017887363.1	XP_033339021.1
OG0002606	XP_026295591.1	Caust.v2_000351	XP_026668137.1	XP_033321694.1, XP_033321700.1
OG0002607	XP_026295759.1	Caust.v2_015025	XP_026667277.1	XP_033338977.1, XP_033338991.1
OG0002608	XP_026295776.1, XP_026295777.1	Caust.v2_003253, Caust.v2_012733		XP_033336952.1
OG0002609	XP_026295801.1	Caust.v2_007253, Caust.v2_020516	XP_026668325.1	XP_033327207.1
OG0002610	XP_026295810.1	Caust.v2_007232	XP_017877896.1, XP_026668309.1	XP_033322470.1
OG0002611	XP_026295821.1, XP_026295822.1	Caust.v2_021171	XP_017888237.1	XP_033341554.1
OG0002612	XP_026295830.1	Caust.v2_004406	XP_017878726.2, XP_026668674.1	XP_033326810.1
OG0002613	XP_026295871.1	Caust.v2_007908, Caust.v2_020969	XP_017893625.1	XP_033338093.1
OG0002614	XP_026295955.1		XP_026668362.1, XP_026668363.1, XP_026668365.1	XP_033332151.1
OG0002615	XP_026295962.1, XP_394462.2	Caust.v2_007110		XP_033338188.1, XP_033338189.1
OG0002616	XP_026295987.1	Caust.v2_015484	XP_017893551.1	XP_033326599.1, XP_033340876.1
OG0002617	XP_026296031.1	Caust.v2_016132, Caust.v2_016134	XP_026666765.1	XP_033326564.1
OG0002618	XP_026296131.1, XP_026296132.1, XP_026296133.1		XP_026667971.1, XP_026667972.1	
OG0002619	XP_026296135.1		XP_017882734.1, XP_017890877.1, XP_017890879.1	XP_033323152.1
OG0002620	XP_026296190.1, XP_396180.4		XP_017877705.1	XP_033336779.1, XP_033336780.1
OG0002621	XP_026296220.1	Caust.v2_006319	XP_017886586.1	XP_033326494.1, XP_033326495.1
OG0002622	XP_026296288.1	Caust.v2_011127		XP_033327051.1, XP_033327052.1, XP_033341788.1
OG0002623	XP_026296344.1	Caust.v2_020099	XP_026668208.1	XP_033333929.1, XP_033333931.1
OG0002624	XP_026296347.1	Caust.v2_013421, Caust.v2_021030, Caust.v2_021867		XP_033332543.1
OG0002625	XP_026296410.1, XP_026296414.1		XP_017887790.1, XP_017887791.1	XP_033341463.1
OG0002626	XP_026296429.1	Caust.v2_006765	XP_026671086.1	XP_033324292.1, XP_033324294.1
OG0002627	XP_026296432.1		XP_017879516.1, XP_017879517.1	XP_033328060.1, XP_033328061.1
OG0002628	XP_026296504.1, XP_026296505.1, XP_026296506.1	Caust.v2_009617	XP_017890214.1	
OG0002629	XP_026296514.1, XP_394552.4	Caust.v2_008928	XP_017883168.1	XP_033338976.1
OG0002630	XP_026296516.1, XP_026296517.1	Caust.v2_004347	XP_026669060.1	XP_033324057.1
OG0002631	XP_026296525.1	Caust.v2_005618, Caust.v2_021849	XP_026669408.1	XP_033341386.1
OG0002632	XP_026296542.1	Caust.v2_004931	XP_026669037.1, XP_026669038.1	XP_033324256.1
OG0002633	XP_026296570.1	Caust.v2_014794	XP_017890254.1	XP_033328129.1, XP_033328130.1
OG0002634	XP_026296575.1, XP_026296576.1	Caust.v2_004480	XP_017891312.1, XP_026674907.1	
OG0002635	XP_026296603.1, XP_026296604.1	Caust.v2_009407	XP_026674883.1	XP_033336054.1
OG0002636	XP_026296611.1	Caust.v2_012685	XP_017883087.1, XP_017883088.1	XP_033324348.1
OG0002637	XP_026296658.1	Caust.v2_015534, Caust.v2_018100	XP_017879810.1	XP_033322457.1
OG0002638	XP_026296660.1	Caust.v2_012537, Caust.v2_020029	XP_026674347.1	XP_033339689.1
OG0002639	XP_026296665.1	Caust.v2_011187, Caust.v2_011188	XP_017883019.1	XP_033328000.1
OG0002640	XP_026296677.1	Caust.v2_006779, Caust.v2_021983	XP_017883520.1	XP_033321339.1
OG0002641	XP_026296717.1	Caust.v2_006409	XP_017882599.1, XP_026670609.1	XP_033338298.1
OG0002642	XP_026296769.1	Caust.v2_009621, Caust.v2_020982	XP_026667107.1	XP_033332176.1
OG0002643	XP_026296824.1, XP_026296826.1	Caust.v2_010242	XP_017883552.1	XP_033324106.1
OG0002644	XP_026296920.1	Caust.v2_009512	XP_017889208.1, XP_026673857.1	XP_033322681.1
OG0002645	XP_026296990.1	Caust.v2_005292	XP_017877625.1, XP_017881610.1	XP_033329156.1
OG0002646	XP_026297066.1, XP_026297067.1	Caust.v2_015652	XP_026673535.1	XP_033322693.1
OG0002647	XP_026297112.1	Caust.v2_016331	XP_017875168.1, XP_017875169.1	XP_033323712.1
OG0002648	XP_026297156.1	Caust.v2_006953	XP_017891098.1, XP_026674850.1	XP_033320776.1
OG0002649	XP_026297184.1	Caust.v2_011585, Caust.v2_021078	XP_026670113.1, XP_026670117.1	
OG0002650	XP_026297187.1	Caust.v2_012306, Caust.v2_016624, Caust.v2_020626		XP_033326899.1
OG0002651	XP_026297231.1	Caust.v2_017795, Caust.v2_017993	XP_026673806.1	XP_033326898.1
OG0002652	XP_026297251.1, XP_026297252.1, XP_026297253.1, XP_026297254.1			XP_033329125.1
OG0002653	XP_026297257.1	Caust.v2_011302	XP_017884095.1, XP_017884096.1	XP_033329153.1
OG0002654	XP_026297288.1, XP_026297293.1	Caust.v2_020239		XP_033322800.1, XP_033322801.1
OG0002655	XP_026297336.1, XP_026297337.1, XP_026297338.1, XP_026297339.1, XP_026297341.1			
OG0002656	XP_026297434.1	Caust.v2_008532	XP_026673988.1	XP_033335062.1, XP_033335063.1
OG0002657	XP_026297625.1, XP_026297626.1	Caust.v2_020544		XP_033328439.1, XP_033328441.1
OG0002658	XP_026297688.1	Caust.v2_012425	XP_017887768.1, XP_017887773.2	XP_033340056.1
OG0002659	XP_026297717.1, XP_026300528.1	Caust.v2_014953, Caust.v2_021373		XP_033334973.1
OG0002660	XP_026297735.1, XP_026297736.1, XP_026297737.1, XP_026297738.1	Caust.v2_014772		
OG0002661	XP_026297739.1, XP_623870.2	Caust.v2_010930	XP_017879800.1	XP_033340136.1
OG0002662	XP_026297751.1	Caust.v2_011738	XP_017877038.1, XP_017877039.1	XP_033341304.1
